"Dist Code","Year","State Code","State Name","Dist Name","CATTLE PRODUCTION (1000 KG)","BUFFALO PRODUCTION (1000 KG)","SHEEP PRODUCTION (1000 KG)","GOATS PRODUCTION (1000 KG)","PIGS PRODUCTION (1000 KG)","TOTAL PRODUCTION (1000 KG)","POULTRY PRODUCTION (1000 KG)"
"88","2006","11","Tamil Nadu","Tiruchirapalli / Trichy","0.0","0.0","0.0","0.0","0.0","4154.88","-1.0"
"88","2007","11","Tamil Nadu","Tiruchirapalli / Trichy","0.0","0.0","0.0","0.0","0.0","3202.26","-1.0"
"88","2008","11","Tamil Nadu","Tiruchirapalli / Trichy","0.0","0.0","0.0","0.0","0.0","3458.36","-1.0"
"88","2009","11","Tamil Nadu","Tiruchirapalli / Trichy","0.0","0.0","0.0","0.0","0.0","4012.18","-1.0"
"88","2010","11","Tamil Nadu","Tiruchirapalli / Trichy","0.0","0.0","0.0","0.0","0.0","1627.65","-1.0"
"88","2011","11","Tamil Nadu","Tiruchirapalli / Trichy","0.0","0.0","0.0","0.0","0.0","438.82","-1.0"
"88","2012","11","Tamil Nadu","Tiruchirapalli / Trichy","2111.14","436.22","4045.4","5684.52","451.9","12729.18","76372.12"
"88","2013","11","Tamil Nadu","Tiruchirapalli / Trichy","6465.04","1064.86","9574.06","7834.98","299.5","100902.38","75663.94"
"88","2014","11","Tamil Nadu","Tiruchirapalli / Trichy","5005.28","627.74","4858.88","6673.34","528.9","105182.24","87488.1"
"88","2015","11","Tamil Nadu","Tiruchirapalli / Trichy","2507.16","102.56","3766.64","6754.82","350.0","102573.64","89091.1"
"89","1988","11","Tamil Nadu","Thanjavur","-1.0","-1.0","-1.0","-1.0","-1.0","2147.2","-1.0"
"89","1989","11","Tamil Nadu","Thanjavur","-1.0","-1.0","-1.0","-1.0","-1.0","2533.4","-1.0"
"89","1990","11","Tamil Nadu","Thanjavur","0.0","0.0","0.0","0.0","0.0","3246.89","-1.0"
"89","1991","11","Tamil Nadu","Thanjavur","0.0","0.0","0.0","0.0","0.0","2536.31","-1.0"
"89","1992","11","Tamil Nadu","Thanjavur","0.0","0.0","0.0","0.0","0.0","2277.79","-1.0"
"89","1993","11","Tamil Nadu","Thanjavur","0.0","0.0","0.0","0.0","0.0","2391.77","-1.0"
"89","1994","11","Tamil Nadu","Thanjavur","0.0","0.0","0.0","0.0","0.0","2597.37","-1.0"
"89","1995","11","Tamil Nadu","Thanjavur","0.0","0.0","0.0","0.0","0.0","2335.46","-1.0"
"89","1996","11","Tamil Nadu","Thanjavur","0.0","0.0","0.0","0.0","0.0","2577.64","-1.0"
"89","1997","11","Tamil Nadu","Thanjavur","0.0","0.0","0.0","0.0","0.0","5026.35","-1.0"
"89","1998","11","Tamil Nadu","Thanjavur","0.0","0.0","0.0","0.0","0.0","2144.99","-1.0"
"89","1999","11","Tamil Nadu","Thanjavur","0.0","0.0","0.0","0.0","0.0","1332.04","-1.0"
"89","2000","11","Tamil Nadu","Thanjavur","0.0","0.0","0.0","0.0","0.0","2231.68","-1.0"
"89","2001","11","Tamil Nadu","Thanjavur","0.0","0.0","0.0","0.0","0.0","3547.13","-1.0"
"89","2002","11","Tamil Nadu","Thanjavur","0.0","0.0","0.0","0.0","0.0","5600.62","-1.0"
"89","2003","11","Tamil Nadu","Thanjavur","0.0","0.0","0.0","0.0","0.0","4583.54","-1.0"
"89","2004","11","Tamil Nadu","Thanjavur","0.0","0.0","0.0","0.0","0.0","1237.96","-1.0"
"89","2005","11","Tamil Nadu","Thanjavur","0.0","0.0","0.0","0.0","0.0","428.84","-1.0"
"89","2006","11","Tamil Nadu","Thanjavur","0.0","0.0","0.0","0.0","0.0","281.12","-1.0"
"89","2007","11","Tamil Nadu","Thanjavur","0.0","0.0","0.0","0.0","0.0","934.26","-1.0"
"89","2008","11","Tamil Nadu","Thanjavur","0.0","0.0","0.0","0.0","0.0","793.74","-1.0"
"89","2009","11","Tamil Nadu","Thanjavur","0.0","0.0","0.0","0.0","0.0","828.81","-1.0"
"89","2010","11","Tamil Nadu","Thanjavur","0.0","0.0","0.0","0.0","0.0","2715.09","-1.0"
"89","2011","11","Tamil Nadu","Thanjavur","0.0","0.0","0.0","0.0","0.0","1565.43","-1.0"
"89","2012","11","Tamil Nadu","Thanjavur","1496.36","234.28","2934.6","3260.48","296.6","8222.32","33223.88"
"89","2013","11","Tamil Nadu","Thanjavur","1443.96","282.64","2215.44","5200.52","227.0","44290.12","34920.56"
"89","2014","11","Tamil Nadu","Thanjavur","2703.72","334.76","1762.12","6857.16","260.6","50884.76","38966.4"
"89","2015","11","Tamil Nadu","Thanjavur","1496.84","21.44","1234.36","6982.68","66.0","49377.36","39575.4"
"90","1988","11","Tamil Nadu","Madurai","-1.0","-1.0","-1.0","-1.0","-1.0","3165.9","-1.0"
"90","1989","11","Tamil Nadu","Madurai","-1.0","-1.0","-1.0","-1.0","-1.0","6843.4","-1.0"
"90","1990","11","Tamil Nadu","Madurai","0.0","0.0","0.0","0.0","0.0","4877.3","-1.0"
"90","1991","11","Tamil Nadu","Madurai","0.0","0.0","0.0","0.0","0.0","4977.3","-1.0"
"90","1992","11","Tamil Nadu","Madurai","0.0","0.0","0.0","0.0","0.0","4858.61","-1.0"
"90","1993","11","Tamil Nadu","Madurai","0.0","0.0","0.0","0.0","0.0","4198.15","-1.0"
"90","1994","11","Tamil Nadu","Madurai","0.0","0.0","0.0","0.0","0.0","5181.7","-1.0"
"90","1995","11","Tamil Nadu","Madurai","0.0","0.0","0.0","0.0","0.0","3728.64","-1.0"
"90","1996","11","Tamil Nadu","Madurai","0.0","0.0","0.0","0.0","0.0","4300.4","-1.0"
"90","1997","11","Tamil Nadu","Madurai","0.0","0.0","0.0","0.0","0.0","2792.23","-1.0"
"90","1998","11","Tamil Nadu","Madurai","0.0","0.0","0.0","0.0","0.0","4693.03","-1.0"
"90","1999","11","Tamil Nadu","Madurai","0.0","0.0","0.0","0.0","0.0","2616.4","-1.0"
"90","2000","11","Tamil Nadu","Madurai","0.0","0.0","0.0","0.0","0.0","3085.36","-1.0"
"90","2001","11","Tamil Nadu","Madurai","0.0","0.0","0.0","0.0","0.0","2893.38","-1.0"
"90","2002","11","Tamil Nadu","Madurai","0.0","0.0","0.0","0.0","0.0","2792.6","-1.0"
"90","2003","11","Tamil Nadu","Madurai","0.0","0.0","0.0","0.0","0.0","3185.33","-1.0"
"90","2004","11","Tamil Nadu","Madurai","0.0","0.0","0.0","0.0","0.0","3300.89","-1.0"
"90","2005","11","Tamil Nadu","Madurai","0.0","0.0","0.0","0.0","0.0","3639.0","-1.0"
"90","2006","11","Tamil Nadu","Madurai","0.0","0.0","0.0","0.0","0.0","3693.0","-1.0"
"90","2007","11","Tamil Nadu","Madurai","0.0","0.0","0.0","0.0","0.0","4833.57","-1.0"
"90","2008","11","Tamil Nadu","Madurai","0.0","0.0","0.0","0.0","0.0","3362.85","-1.0"
"90","2009","11","Tamil Nadu","Madurai","0.0","0.0","0.0","0.0","0.0","3246.42","-1.0"
"90","2010","11","Tamil Nadu","Madurai","0.0","0.0","0.0","0.0","0.0","2979.29","-1.0"
"90","2011","11","Tamil Nadu","Madurai","0.0","0.0","0.0","0.0","0.0","3683.2","-1.0"
"90","2012","11","Tamil Nadu","Madurai","1103.0","167.0","968.0","3483.0","398.0","6119.0","35496.0"
"90","2013","11","Tamil Nadu","Madurai","2096.0","486.0","1241.0","2276.0","172.0","16791.0","10520.0"
"90","2014","11","Tamil Nadu","Madurai","1101.0","149.0","2638.0","3125.0","182.0","17645.0","10450.0"
"90","2015","11","Tamil Nadu","Madurai","678.0","32.0","2175.0","2671.0","4.0","16468.0","10909.0"
"91","1988","11","Tamil Nadu","Ramananthapuram","-1.0","-1.0","-1.0","-1.0","-1.0","1030.4","-1.0"
"91","1989","11","Tamil Nadu","Ramananthapuram","-1.0","-1.0","-1.0","-1.0","-1.0","1633.1","-1.0"
"91","1990","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0","0.0","0.0","1474.06","-1.0"
"91","1991","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0","0.0","0.0","1208.01","-1.0"
"91","1992","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0","0.0","0.0","1291.69","-1.0"
"91","1993","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0","0.0","0.0","945.87","-1.0"
"91","1994","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0","0.0","0.0","1319.91","-1.0"
"91","1995","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0","0.0","0.0","1558.11","-1.0"
"91","1996","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0","0.0","0.0","1953.11","-1.0"
"91","1997","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0","0.0","0.0","1861.62","-1.0"
"91","1998","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0","0.0","0.0","1045.98","-1.0"
"91","1999","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0","0.0","0.0","520.8","-1.0"
"91","2000","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0","0.0","0.0","714.33","-1.0"
"91","2001","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0","0.0","0.0","1341.11","-1.0"
"91","2002","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0","0.0","0.0","592.09","-1.0"
"91","2003","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0","0.0","0.0","468.23","-1.0"
"91","2004","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0","0.0","0.0","486.96","-1.0"
"91","2005","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0","0.0","0.0","835.0","-1.0"
"91","2006","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0","0.0","0.0","878.0","-1.0"
"91","2007","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0","0.0","0.0","796.94","-1.0"
"91","2008","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0","0.0","0.0","698.79","-1.0"
"91","2009","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0","0.0","0.0","918.48","-1.0"
"91","2010","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0","0.0","0.0","2215.75","-1.0"
"91","2011","11","Tamil Nadu","Ramananthapuram","0.0","0.0","0.0","0.0","0.0","2831.31","-1.0"
"91","2012","11","Tamil Nadu","Ramananthapuram","3539.0","235.0","1206.0","5106.0","409.0","10495.0","2541.0"
"91","2013","11","Tamil Nadu","Ramananthapuram","2626.0","211.0","2231.0","3728.0","456.0","11154.0","1902.0"
"91","2014","11","Tamil Nadu","Ramananthapuram","1509.0","280.0","2096.0","2624.0","141.0","10492.0","3842.0"
"91","2015","11","Tamil Nadu","Ramananthapuram","156.0","0.0","2285.0","3882.0","57.0","14057.0","7676.0"
"92","1988","11","Tamil Nadu","Thirunelveli","-1.0","-1.0","-1.0","-1.0","-1.0","834.9","-1.0"
"92","1989","11","Tamil Nadu","Thirunelveli","-1.0","-1.0","-1.0","-1.0","-1.0","1031.4","-1.0"
"92","1990","11","Tamil Nadu","Thirunelveli","0.0","0.0","0.0","0.0","0.0","1494.51","-1.0"
"92","1991","11","Tamil Nadu","Thirunelveli","0.0","0.0","0.0","0.0","0.0","1729.38","-1.0"
"92","1992","11","Tamil Nadu","Thirunelveli","0.0","0.0","0.0","0.0","0.0","1201.52","-1.0"
"92","1993","11","Tamil Nadu","Thirunelveli","0.0","0.0","0.0","0.0","0.0","1216.17","-1.0"
"92","1994","11","Tamil Nadu","Thirunelveli","0.0","0.0","0.0","0.0","0.0","1435.72","-1.0"
"92","1995","11","Tamil Nadu","Thirunelveli","0.0","0.0","0.0","0.0","0.0","3456.77","-1.0"
"92","1996","11","Tamil Nadu","Thirunelveli","0.0","0.0","0.0","0.0","0.0","1658.94","-1.0"
"92","1997","11","Tamil Nadu","Thirunelveli","0.0","0.0","0.0","0.0","0.0","721.6","-1.0"
"92","1998","11","Tamil Nadu","Thirunelveli","0.0","0.0","0.0","0.0","0.0","1901.79","-1.0"
"92","1999","11","Tamil Nadu","Thirunelveli","0.0","0.0","0.0","0.0","0.0","1229.6","-1.0"
"92","2000","11","Tamil Nadu","Thirunelveli","0.0","0.0","0.0","0.0","0.0","1702.55","-1.0"
"92","2001","11","Tamil Nadu","Thirunelveli","0.0","0.0","0.0","0.0","0.0","2251.1","-1.0"
"92","2002","11","Tamil Nadu","Thirunelveli","0.0","0.0","0.0","0.0","0.0","1403.7","-1.0"
"92","2003","11","Tamil Nadu","Thirunelveli","0.0","0.0","0.0","0.0","0.0","2475.03","-1.0"
"92","2004","11","Tamil Nadu","Thirunelveli","0.0","0.0","0.0","0.0","0.0","2405.06","-1.0"
"92","2005","11","Tamil Nadu","Thirunelveli","0.0","0.0","0.0","0.0","0.0","983.0","-1.0"
"92","2006","11","Tamil Nadu","Thirunelveli","0.0","0.0","0.0","0.0","0.0","729.0","-1.0"
"92","2007","11","Tamil Nadu","Thirunelveli","0.0","0.0","0.0","0.0","0.0","858.86","-1.0"
"92","2008","11","Tamil Nadu","Thirunelveli","0.0","0.0","0.0","0.0","0.0","1000.94","-1.0"
"92","2009","11","Tamil Nadu","Thirunelveli","0.0","0.0","0.0","0.0","0.0","700.54","-1.0"
"92","2010","11","Tamil Nadu","Thirunelveli","0.0","0.0","0.0","0.0","0.0","3934.38","-1.0"
"92","2011","11","Tamil Nadu","Thirunelveli","0.0","0.0","0.0","0.0","0.0","1167.56","-1.0"
"92","2012","11","Tamil Nadu","Thirunelveli","1857.0","308.0","1154.0","1842.0","99.0","5260.0","3776.0"
"92","2013","11","Tamil Nadu","Thirunelveli","3667.0","755.0","4754.0","2080.0","177.0","16247.0","4814.0"
"92","2014","11","Tamil Nadu","Thirunelveli","2106.0","260.0","1894.0","2350.0","326.0","13598.0","6662.0"
"92","2015","11","Tamil Nadu","Thirunelveli","162.0","0.0","1929.0","2397.0","194.0","15207.0","10523.0"
"93","1988","11","Tamil Nadu","The Nilgiris","-1.0","-1.0","-1.0","-1.0","-1.0","1057.6","-1.0"
"93","1989","11","Tamil Nadu","The Nilgiris","-1.0","-1.0","-1.0","-1.0","-1.0","1137.0","-1.0"
"93","1990","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","1207.95","-1.0"
"93","1991","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","1439.81","-1.0"
"93","1992","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","1592.99","-1.0"
"93","1993","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","1403.5","-1.0"
"93","1994","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","1284.04","-1.0"
"93","1995","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","2071.97","-1.0"
"93","1996","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","1946.13","-1.0"
"93","1997","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","2351.41","-1.0"
"93","1998","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","2196.39","-1.0"
"93","1999","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","1974.4","-1.0"
"93","2000","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","2554.83","-1.0"
"93","2001","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","3019.27","-1.0"
"93","2002","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","1717.71","-1.0"
"93","2003","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","1378.2","-1.0"
"93","2004","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","716.22","-1.0"
"93","2005","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","1095.0","-1.0"
"93","2006","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","1313.0","-1.0"
"93","2007","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","1161.69","-1.0"
"93","2008","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","1353.3","-1.0"
"93","2009","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","1344.47","-1.0"
"93","2010","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","1077.16","-1.0"
"93","2011","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","1574.49","-1.0"
"93","2012","11","Tamil Nadu","The Nilgiris","898.0","1252.0","431.0","461.0","120.0","3162.0","4.0"
"93","2013","11","Tamil Nadu","The Nilgiris","605.0","10.0","22.0","199.0","10.0","847.0","1.0"
"93","2014","11","Tamil Nadu","The Nilgiris","1696.0","92.0","151.0","168.0","37.0","2146.0","2.0"
"93","2015","11","Tamil Nadu","The Nilgiris","1733.0","75.0","192.0","209.0","2.0","2214.0","4.0"
"94","1988","11","Tamil Nadu","Kanyakumari","-1.0","-1.0","-1.0","-1.0","-1.0","88.8","-1.0"
"94","1989","11","Tamil Nadu","Kanyakumari","-1.0","-1.0","-1.0","-1.0","-1.0","14.4","-1.0"
"94","1990","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0","0.0","0.0","54.9","-1.0"
"94","1991","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0","0.0","0.0","65.05","-1.0"
"94","1992","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0","0.0","0.0","204.09","-1.0"
"94","1993","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0","0.0","0.0","216.77","-1.0"
"94","1994","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0","0.0","0.0","212.13","-1.0"
"94","1995","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0","0.0","0.0","426.16","-1.0"
"94","1996","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0","0.0","0.0","713.46","-1.0"
"94","1997","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0","0.0","0.0","1423.23","-1.0"
"94","1998","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0","0.0","0.0","688.81","-1.0"
"94","1999","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0","0.0","0.0","478.3","-1.0"
"94","2000","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0","0.0","0.0","856.4","-1.0"
"94","2001","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0","0.0","0.0","1140.21","-1.0"
"94","2002","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0","0.0","0.0","802.3","-1.0"
"94","2003","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0","0.0","0.0","579.0","-1.0"
"94","2004","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0","0.0","0.0","280.62","-1.0"
"94","2005","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0","0.0","0.0","72.0","-1.0"
"94","2006","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0","0.0","0.0","644.0","-1.0"
"94","2007","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0","0.0","0.0","486.56","-1.0"
"94","2008","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0","0.0","0.0","519.33","-1.0"
"94","2009","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0","0.0","0.0","889.92","-1.0"
"94","2010","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0","0.0","0.0","1192.54","-1.0"
"94","2011","11","Tamil Nadu","Kanyakumari","0.0","0.0","0.0","0.0","0.0","669.89","-1.0"
"94","2012","11","Tamil Nadu","Kanyakumari","159.0","6.0","533.0","326.0","35.0","1059.0","1374.0"
"94","2013","11","Tamil Nadu","Kanyakumari","85.0","41.0","113.0","216.0","33.0","1750.0","1262.0"
"94","2014","11","Tamil Nadu","Kanyakumari","601.0","24.0","10.0","319.0","37.0","1565.0","574.0"
"94","2015","11","Tamil Nadu","Kanyakumari","1152.0","0.0","14.0","276.0","63.0","2260.0","755.0"
"121","1994","3","Gujarat","Ahmedabad","0.0","192.97","378.8","413.1","20.69","1005.55","-1.0"
"121","1995","3","Gujarat","Ahmedabad","0.0","884.04","365.34","392.32","30.34","1672.03","-1.0"
"121","1996","3","Gujarat","Ahmedabad","0.0","957.54","580.88","636.75","44.16","2219.33","-1.0"
"121","1997","3","Gujarat","Ahmedabad","0.0","953.98","487.62","500.8","35.37","1977.77","-1.0"
"121","1998","3","Gujarat","Ahmedabad","0.6","885.93","452.91","464.11","47.0","1850.55","-1.0"
"121","1999","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","0.0","1961.34","-1.0"
"121","2000","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","0.0","1721.37","-1.0"
"121","2001","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","0.0","994.84","-1.0"
"121","2002","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","0.0","981.78","-1.0"
"121","2003","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","0.0","743.05","-1.0"
"121","2004","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","0.0","504.14","-1.0"
"121","2005","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","0.0","1151.03","-1.0"
"121","2006","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","0.0","1650.56","-1.0"
"121","2007","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","0.0","1152.33","-1.0"
"121","2008","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","0.0","1205.15","-1.0"
"121","2009","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","0.0","1072.52","-1.0"
"121","2010","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","0.0","1054.91","823.21"
"121","2011","3","Gujarat","Ahmedabad","0.0","682.03","106.92","83.36","96.77","1478.18","1365.83"
"121","2012","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","0.0","2345.61","-1.0"
"121","2013","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","0.0","2361.89","-1.0"
"121","2014","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","0.0","3430.58","-1.0"
"121","2015","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","0.0","3040.61","-1.0"
"122","1994","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","0.0","-1.0"
"122","1995","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","0.0","-1.0"
"122","1996","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","0.0","-1.0"
"122","1997","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","0.0","-1.0"
"122","1998","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","0.0","-1.0"
"122","1999","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","4.3","-1.0"
"122","2000","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","4.3","-1.0"
"122","2001","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","2.77","-1.0"
"122","2002","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","2.19","-1.0"
"122","2003","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","1.75","-1.0"
"122","2004","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","3.23","-1.0"
"122","2005","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","63.46","-1.0"
"122","2006","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","24.55","-1.0"
"122","2007","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","26.03","-1.0"
"122","2008","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","18.0","-1.0"
"122","2009","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","21.0","-1.0"
"122","2010","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","13.87","-1.0"
"122","2011","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","33.24","33.24"
"122","2012","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","22.0","-1.0"
"122","2013","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","21.0","-1.0"
"122","2014","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","18.0","-1.0"
"122","2015","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","17.0","-1.0"
"123","1994","3","Gujarat","Banaskantha","0.0","13.68","5.24","10.56","0.0","29.48","-1.0"
"123","1995","3","Gujarat","Banaskantha","0.0","28.44","6.58","10.0","0.0","45.02","-1.0"
"123","1996","3","Gujarat","Banaskantha","0.0","5.16","0.84","2.26","0.0","8.27","-1.0"
"123","1997","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","0.0","-1.0"
"123","1998","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","0.0","-1.0"
"123","1999","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","383.35","-1.0"
"123","2000","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","98.27","-1.0"
"123","2001","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","538.12","-1.0"
"123","2002","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","329.0","-1.0"
"123","2003","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","489.63","-1.0"
"123","2004","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","608.36","-1.0"
"123","2005","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","856.92","-1.0"
"123","2006","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","1119.81","-1.0"
"123","2007","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","1278.81","-1.0"
"123","2008","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","1857.0","-1.0"
"123","2009","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","1771.0","-1.0"
"123","2010","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","2023.42","-1.0"
"123","2011","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","1785.1","1785.51"
"123","2012","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","1900.0","-1.0"
"123","2013","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","737.0","-1.0"
"123","2014","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","586.0","-1.0"
"123","2015","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","581.0","-1.0"
"124","1994","3","Gujarat","Bharuch","0.0","230.2","108.46","125.38","0.0","464.04","-1.0"
"124","1995","3","Gujarat","Bharuch","0.0","140.24","104.89","143.63","0.0","388.76","-1.0"
"124","1996","3","Gujarat","Bharuch","0.0","124.56","78.09","149.31","0.0","351.97","-1.0"
"124","1997","3","Gujarat","Bharuch","0.0","137.4","78.59","169.69","0.0","385.68","-1.0"
"124","1998","3","Gujarat","Bharuch","0.0","124.89","74.98","145.77","0.0","345.65","-1.0"
"124","1999","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","493.97","-1.0"
"124","2000","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","349.73","-1.0"
"124","2001","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","415.04","-1.0"
