"Dist Code","Year","State Code","State Name","Dist Name","CATTLE PRODUCTION (1000 KG)","BUFFALO PRODUCTION (1000 KG)","SHEEP PRODUCTION (1000 KG)","GOATS PRODUCTION (1000 KG)","PIGS PRODUCTION (1000 KG)","TOTAL PRODUCTION (1000 KG)","POULTRY PRODUCTION (1000 KG)"
"703","2002","8","Orissa","Cuttack","0.0","0.0","1245.72","4490.73","339.9","6076.35","-1.0"
"703","2003","8","Orissa","Cuttack","18.99","0.0","1524.37","5426.55","758.98","7728.9","-1.0"
"703","2004","8","Orissa","Cuttack","0.0","0.0","0.0","0.0","0.0","10528.67","-1.0"
"703","2005","8","Orissa","Cuttack","0.0","0.0","1699.59","9727.75","383.51","11810.85","-1.0"
"703","2006","8","Orissa","Cuttack","604.3","0.0","1944.15","9608.58","458.16","12615.19","-1.0"
"703","2007","8","Orissa","Cuttack","245.83","0.0","2141.2","8518.91","532.44","11438.37","-1.0"
"703","2008","8","Orissa","Cuttack","204.54","0.0","2191.42","8860.13","648.31","11904.4","-1.0"
"703","2009","8","Orissa","Cuttack","0.0","0.0","2542.99","9359.87","888.87","12791.73","-1.0"
"703","2010","8","Orissa","Cuttack","0.0","0.0","2674.38","10129.01","947.86","13751.25","-1.0"
"703","2011","8","Orissa","Cuttack","0.0","0.0","2564.18","10645.83","896.15","14106.16","-1.0"
"703","2012","8","Orissa","Cuttack","0.0","0.0","2466.7","11154.51","837.16","14458.36","-1.0"
"703","2013","8","Orissa","Cuttack","0.0","0.0","0.0","0.0","0.0","15388.21","-1.0"
"703","2014","8","Orissa","Cuttack","0.0","0.0","0.0","0.0","0.0","16799.23","-1.0"
"704","1994","8","Orissa","Dhenkanal","0.0","0.0","725.21","745.29","152.89","1623.39","-1.0"
"704","1995","8","Orissa","Dhenkanal","0.0","0.0","748.46","752.05","142.08","1642.59","-1.0"
"704","1996","8","Orissa","Dhenkanal","0.0","0.0","621.63","987.93","168.24","1777.8","-1.0"
"704","1997","8","Orissa","Dhenkanal","0.0","0.0","0.0","0.0","0.0","4601.0","-1.0"
"704","1998","8","Orissa","Dhenkanal","0.0","0.0","528.1","1605.62","143.05","2276.77","-1.0"
"704","1999","8","Orissa","Dhenkanal","0.0","0.0","636.63","1642.71","99.74","2379.08","-1.0"
"704","2000","8","Orissa","Dhenkanal","0.0","0.0","532.0","1599.0","142.0","2273.0","-1.0"
"704","2001","8","Orissa","Dhenkanal","0.0","0.0","396.13","1402.63","162.47","1961.23","-1.0"
"704","2002","8","Orissa","Dhenkanal","0.0","0.0","675.17","2063.67","166.75","2905.6","-1.0"
"704","2003","8","Orissa","Dhenkanal","0.0","0.0","531.67","1892.68","264.72","2689.08","-1.0"
"704","2004","8","Orissa","Dhenkanal","0.0","0.0","0.0","0.0","0.0","3011.06","-1.0"
"704","2005","8","Orissa","Dhenkanal","0.0","0.0","368.9","2531.41","143.38","3043.69","-1.0"
"704","2006","8","Orissa","Dhenkanal","0.0","0.0","543.28","2486.77","188.51","3218.56","-1.0"
"704","2007","8","Orissa","Dhenkanal","0.0","0.0","598.44","3136.46","219.08","3953.97","-1.0"
"704","2008","8","Orissa","Dhenkanal","0.0","0.0","612.48","3262.09","266.76","4141.32","-1.0"
"704","2009","8","Orissa","Dhenkanal","0.0","0.0","710.73","3446.08","365.74","4522.56","-1.0"
"704","2010","8","Orissa","Dhenkanal","0.0","0.0","747.46","3729.26","390.01","4866.73","-1.0"
"704","2011","8","Orissa","Dhenkanal","0.0","0.0","716.66","3919.54","368.73","5004.93","-1.0"
"704","2012","8","Orissa","Dhenkanal","0.0","0.0","689.41","4106.82","344.46","5140.7","-1.0"
"704","2013","8","Orissa","Dhenkanal","0.0","0.0","0.0","0.0","0.0","5470.09","-1.0"
"704","2014","8","Orissa","Dhenkanal","0.0","0.0","0.0","0.0","0.0","5971.66","-1.0"
"705","1994","8","Orissa","Ganjam","0.0","0.0","1199.68","1232.92","252.91","2685.51","-1.0"
"705","1995","8","Orissa","Ganjam","0.0","0.0","1238.03","1244.09","234.97","2717.09","-1.0"
"705","1996","8","Orissa","Ganjam","0.0","0.0","1028.33","1634.79","278.24","2941.36","-1.0"
"705","1997","8","Orissa","Ganjam","0.0","0.0","0.0","0.0","0.0","1386.0","-1.0"
"705","1998","8","Orissa","Ganjam","0.0","0.0","678.88","1740.88","215.47","2635.23","-1.0"
"705","1999","8","Orissa","Ganjam","0.0","0.0","834.55","1647.5","378.97","2861.02","-1.0"
"705","2000","8","Orissa","Ganjam","0.0","0.0","666.0","1853.0","218.0","2737.0","-1.0"
"705","2001","8","Orissa","Ganjam","0.0","0.0","789.63","2351.12","250.15","3390.9","-1.0"
"705","2002","8","Orissa","Ganjam","0.0","0.0","551.91","1938.95","317.91","2808.76","-1.0"
"705","2003","8","Orissa","Ganjam","0.0","0.0","881.3","3137.31","438.8","4457.41","-1.0"
"705","2004","8","Orissa","Ganjam","0.0","0.0","0.0","0.0","0.0","6148.12","-1.0"
"705","2005","8","Orissa","Ganjam","0.0","0.0","1686.25","3288.8","233.7","5208.75","-1.0"
"705","2006","8","Orissa","Ganjam","0.0","0.0","1557.14","3295.06","428.61","5280.81","-1.0"
"705","2007","8","Orissa","Ganjam","0.0","0.0","1715.23","3155.92","498.1","5369.25","-1.0"
"705","2008","8","Orissa","Ganjam","0.0","0.0","1755.46","3282.33","606.5","5644.3","-1.0"
"705","2009","8","Orissa","Ganjam","0.0","0.0","2037.09","3467.47","831.55","6336.11","-1.0"
"705","2010","8","Orissa","Ganjam","0.0","0.0","2142.34","3752.4","886.73","6781.48","-1.0"
"705","2011","8","Orissa","Ganjam","0.0","0.0","2054.07","3943.87","838.35","6836.28","-1.0"
"705","2012","8","Orissa","Ganjam","0.0","0.0","1975.98","4132.31","783.17","6891.46","-1.0"
"705","2013","8","Orissa","Ganjam","0.0","0.0","0.0","0.0","0.0","7299.35","-1.0"
"705","2014","8","Orissa","Ganjam","0.0","0.0","0.0","0.0","0.0","7968.66","-1.0"
"706","1994","8","Orissa","Kalahandi","0.0","0.0","607.81","624.65","128.14","1360.6","-1.0"
"706","1995","8","Orissa","Kalahandi","0.0","0.0","627.25","630.32","119.07","1376.64","-1.0"
"706","1996","8","Orissa","Kalahandi","0.0","0.0","521.02","829.93","141.01","1491.96","-1.0"
"706","1997","8","Orissa","Kalahandi","0.0","0.0","0.0","0.0","0.0","534.0","-1.0"
"706","1998","8","Orissa","Kalahandi","0.0","0.0","430.0","1125.09","196.83","1751.92","-1.0"
"706","1999","8","Orissa","Kalahandi","0.0","0.0","480.44","1087.47","161.01","1728.92","-1.0"
"706","2000","8","Orissa","Kalahandi","0.0","0.0","472.0","1129.0","197.0","1798.0","-1.0"
"706","2001","8","Orissa","Kalahandi","0.0","0.0","417.22","1169.95","225.34","1812.51","-1.0"
"706","2002","8","Orissa","Kalahandi","0.0","0.0","804.56","1868.72","304.71","2978.0","-1.0"
"706","2003","8","Orissa","Kalahandi","0.0","0.0","449.45","1599.98","223.78","2273.22","-1.0"
"706","2004","8","Orissa","Kalahandi","0.0","0.0","0.0","0.0","0.0","2347.67","-1.0"
"706","2005","8","Orissa","Kalahandi","0.0","0.0","573.57","1272.77","177.0","2023.34","-1.0"
"706","2006","8","Orissa","Kalahandi","0.0","0.0","531.5","1514.79","146.64","2192.92","-1.0"
"706","2007","8","Orissa","Kalahandi","0.0","0.0","585.46","1910.54","170.41","2666.41","-1.0"
"706","2008","8","Orissa","Kalahandi","0.0","0.0","599.19","1987.07","207.5","2793.76","-1.0"
"706","2009","8","Orissa","Kalahandi","0.0","0.0","695.32","2099.14","284.49","3078.95","-1.0"
"706","2010","8","Orissa","Kalahandi","0.0","0.0","731.25","2271.64","303.37","3306.25","-1.0"
"706","2011","8","Orissa","Kalahandi","0.0","0.0","701.11","2387.54","286.82","3375.48","-1.0"
"706","2012","8","Orissa","Kalahandi","0.0","0.0","674.46","2501.63","267.94","3444.03","-1.0"
"706","2013","8","Orissa","Kalahandi","0.0","0.0","0.0","0.0","0.0","3659.83","-1.0"
"706","2014","8","Orissa","Kalahandi","0.0","0.0","0.0","0.0","0.0","3995.42","-1.0"
"707","1994","8","Orissa","Keonjhar","0.0","0.0","507.9","521.98","107.08","1136.96","-1.0"
"707","1995","8","Orissa","Keonjhar","0.0","0.0","524.62","526.71","99.42","1150.75","-1.0"
"707","1996","8","Orissa","Keonjhar","0.0","0.0","435.38","692.11","117.81","1245.3","-1.0"
"707","1997","8","Orissa","Keonjhar","0.0","0.0","0.0","0.0","0.0","2238.0","-1.0"
"707","1998","8","Orissa","Keonjhar","0.0","0.0","695.56","898.12","196.57","1790.25","-1.0"
"707","1999","8","Orissa","Keonjhar","0.0","0.0","404.96","848.24","127.94","1381.14","-1.0"
"707","2000","8","Orissa","Keonjhar","0.0","0.0","657.0","1094.0","202.0","1953.0","-1.0"
"707","2001","8","Orissa","Keonjhar","0.0","0.0","611.81","1240.53","231.63","2083.97","-1.0"
"707","2002","8","Orissa","Keonjhar","0.0","0.0","532.6","1096.21","151.96","1780.77","-1.0"
"707","2003","8","Orissa","Keonjhar","0.0","0.0","376.63","1340.76","187.52","1904.92","-1.0"
"707","2004","8","Orissa","Keonjhar","0.0","0.0","0.0","0.0","0.0","1921.1","-1.0"
"707","2005","8","Orissa","Keonjhar","0.0","0.0","417.16","1523.02","162.78","2102.96","-1.0"
"707","2006","8","Orissa","Keonjhar","0.0","0.0","435.75","1519.85","182.31","2137.92","-1.0"
"707","2007","8","Orissa","Keonjhar","0.0","0.0","479.99","1916.93","211.86","2608.79","-1.0"
"707","2008","8","Orissa","Keonjhar","0.0","0.0","491.25","1993.71","257.97","2742.94","-1.0"
"707","2009","8","Orissa","Keonjhar","0.0","0.0","570.06","2106.16","353.7","3029.92","-1.0"
"707","2010","8","Orissa","Keonjhar","0.0","0.0","599.52","2279.23","377.17","3255.92","-1.0"
"707","2011","8","Orissa","Keonjhar","0.0","0.0","574.82","2395.53","356.59","3326.94","-1.0"
"707","2012","8","Orissa","Keonjhar","0.0","0.0","552.96","2509.99","333.12","3396.07","-1.0"
"707","2013","8","Orissa","Keonjhar","0.0","0.0","0.0","0.0","0.0","3605.3","-1.0"
"707","2014","8","Orissa","Keonjhar","0.0","0.0","0.0","0.0","0.0","3935.88","-1.0"
"708","1994","8","Orissa","Koraput","0.0","0.0","1144.57","1176.23","241.32","2562.12","-1.0"
"708","1995","8","Orissa","Koraput","43.67","0.0","1181.65","1186.96","224.2","2636.48","-1.0"
"708","1996","8","Orissa","Koraput","22.88","0.0","981.12","1559.68","265.44","2829.12","-1.0"
"708","1997","8","Orissa","Koraput","0.0","0.0","0.0","0.0","0.0","1327.0","-1.0"
"708","1998","8","Orissa","Koraput","24.73","0.0","1081.34","2133.11","548.0","3787.18","-1.0"
"708","1999","8","Orissa","Koraput","272.21","0.0","690.73","2146.7","1061.96","4171.59","-1.0"
"708","2000","8","Orissa","Koraput","27.0","0.0","989.0","2237.0","554.0","3807.0","-1.0"
"708","2001","8","Orissa","Koraput","0.0","0.0","961.79","2323.61","643.84","3929.24","-1.0"
"708","2002","8","Orissa","Koraput","0.0","0.0","1488.12","3792.02","884.55","6164.69","-1.0"
"708","2003","8","Orissa","Koraput","0.0","0.0","843.68","3003.4","420.07","4267.16","-1.0"
"708","2004","8","Orissa","Koraput","0.0","0.0","0.0","0.0","0.0","2760.72","-1.0"
"708","2005","8","Orissa","Koraput","0.0","0.0","376.51","1810.63","508.01","2695.15","-1.0"
"708","2006","8","Orissa","Koraput","0.0","0.0","385.08","2051.39","452.89","2889.35","-1.0"
"708","2007","8","Orissa","Koraput","0.0","0.0","424.18","2587.33","526.31","3537.81","-1.0"
"708","2008","8","Orissa","Koraput","0.0","0.0","434.12","2690.96","640.85","3765.94","-1.0"
"708","2009","8","Orissa","Koraput","0.0","0.0","503.77","2842.74","878.65","4225.16","-1.0"
"708","2010","8","Orissa","Koraput","0.0","0.0","529.8","3076.34","936.96","4543.1","-1.0"
"708","2011","8","Orissa","Koraput","0.0","0.0","507.97","3233.31","885.84","4627.11","-1.0"
"708","2012","8","Orissa","Koraput","0.0","0.0","488.66","3387.8","827.53","4703.99","-1.0"
"708","2013","8","Orissa","Koraput","0.0","0.0","0.0","0.0","0.0","4971.37","-1.0"
"708","2014","8","Orissa","Koraput","0.0","0.0","0.0","0.0","0.0","5427.22","-1.0"
"709","1994","8","Orissa","Mayurbhanja","0.0","0.0","715.71","735.54","150.89","1602.14","-1.0"
"709","1995","8","Orissa","Mayurbhanja","0.0","0.0","738.58","742.2","140.18","1620.96","-1.0"
"709","1996","8","Orissa","Mayurbhanja","0.0","0.0","613.5","975.25","166.01","1754.76","-1.0"
"709","1997","8","Orissa","Mayurbhanja","0.0","0.0","0.0","0.0","0.0","849.0","-1.0"
"709","1998","8","Orissa","Mayurbhanja","0.0","0.0","489.32","1338.21","320.97","2148.5","-1.0"
"709","1999","8","Orissa","Mayurbhanja","0.0","0.0","365.98","1299.38","280.26","1945.62","-1.0"
"709","2000","8","Orissa","Mayurbhanja","0.0","0.0","443.0","1249.0","317.0","2009.0","-1.0"
"709","2001","8","Orissa","Mayurbhanja","0.0","0.0","413.7","1481.98","362.91","2258.6","-1.0"
"709","2002","8","Orissa","Mayurbhanja","0.0","0.0","317.35","974.78","210.34","1502.47","-1.0"
"709","2003","8","Orissa","Mayurbhanja","0.0","0.0","535.77","1907.28","266.76","2709.81","-1.0"
"709","2004","8","Orissa","Mayurbhanja","0.0","0.0","0.0","0.0","0.0","2785.97","-1.0"
"709","2005","8","Orissa","Mayurbhanja","0.0","0.0","313.22","2176.99","416.58","2906.79","-1.0"
"709","2006","8","Orissa","Mayurbhanja","0.0","0.0","325.96","2802.62","456.72","3585.3","-1.0"
"709","2007","8","Orissa","Mayurbhanja","0.0","0.0","359.05","2734.82","530.77","3624.64","-1.0"
"709","2008","8","Orissa","Mayurbhanja","0.0","0.0","367.47","2844.37","646.28","3858.12","-1.0"
"709","2009","8","Orissa","Mayurbhanja","0.0","0.0","426.43","3004.8","886.09","4317.31","-1.0"
"709","2010","8","Orissa","Mayurbhanja","0.0","0.0","448.46","3251.72","944.89","4645.07","-1.0"
"709","2011","8","Orissa","Mayurbhanja","0.0","0.0","429.98","3417.63","893.34","4740.95","-1.0"
"709","2012","8","Orissa","Mayurbhanja","0.0","0.0","413.64","3580.93","834.53","4829.1","-1.0"
"709","2013","8","Orissa","Mayurbhanja","0.0","0.0","0.0","0.0","0.0","5105.59","-1.0"
"709","2014","8","Orissa","Mayurbhanja","0.0","0.0","0.0","0.0","0.0","5573.75","-1.0"
"710","1994","8","Orissa","Phulbani ( Kandhamal )","0.0","0.0","325.2","337.28","69.2","731.68","-1.0"
"710","1995","8","Orissa","Phulbani ( Kandhamal )","0.0","0.0","338.71","340.37","64.28","743.36","-1.0"
"710","1996","8","Orissa","Phulbani ( Kandhamal )","0.0","0.0","281.35","447.26","76.13","804.74","-1.0"
"710","1997","8","Orissa","Phulbani ( Kandhamal )","0.0","0.0","0.0","0.0","0.0","1434.0","-1.0"
"710","1998","8","Orissa","Phulbani ( Kandhamal )","0.0","0.0","305.42","773.34","127.03","1205.79","-1.0"
"710","1999","8","Orissa","Phulbani ( Kandhamal )","0.0","0.0","148.59","749.06","104.99","1002.64","-1.0"
"710","2000","8","Orissa","Phulbani ( Kandhamal )","0.0","0.0","312.0","799.0","130.0","1241.0","-1.0"
"710","2001","8","Orissa","Phulbani ( Kandhamal )","0.0","0.0","313.25","1158.83","149.28","1621.35","-1.0"
"710","2002","8","Orissa","Phulbani ( Kandhamal )","0.0","0.0","799.77","2053.45","293.12","3146.34","-1.0"
"710","2003","8","Orissa","Phulbani ( Kandhamal )","0.0","0.0","246.18","876.39","122.57","1245.15","-1.0"
"710","2004","8","Orissa","Phulbani ( Kandhamal )","0.0","0.0","0.0","0.0","0.0","2477.35","-1.0"
"710","2005","8","Orissa","Phulbani ( Kandhamal )","0.0","0.0","312.74","1994.53","131.42","2438.69","-1.0"
"710","2006","8","Orissa","Phulbani ( Kandhamal )","0.0","0.0","392.34","1890.38","192.44","2475.15","-1.0"
"710","2007","8","Orissa","Phulbani ( Kandhamal )","0.0","0.0","432.17","2384.26","223.63","3040.06","-1.0"
"710","2008","8","Orissa","Phulbani ( Kandhamal )","0.0","0.0","442.31","2479.76","272.3","3194.37","-1.0"
"710","2009","8","Orissa","Phulbani ( Kandhamal )","0.0","0.0","513.27","2619.62","373.34","3506.23","-1.0"
"710","2010","8","Orissa","Phulbani ( Kandhamal )","0.0","0.0","539.79","2834.89","398.12","3772.79","-1.0"
"710","2011","8","Orissa","Phulbani ( Kandhamal )","0.0","0.0","517.54","2979.54","376.4","3873.48","-1.0"
"710","2012","8","Orissa","Phulbani ( Kandhamal )","0.0","0.0","497.87","3121.9","351.62","3971.39","-1.0"
"710","2013","8","Orissa","Phulbani ( Kandhamal )","0.0","0.0","0.0","0.0","0.0","4220.3","-1.0"
"710","2014","8","Orissa","Phulbani ( Kandhamal )","0.0","0.0","0.0","0.0","0.0","4607.27","-1.0"
"711","1994","8","Orissa","Puri","0.0","0.0","1364.18","1401.96","287.6","3053.74","-1.0"
"711","1995","8","Orissa","Puri","78.76","0.0","1407.77","1414.66","254.17","3155.36","-1.0"
"711","1996","8","Orissa","Puri","2.96","0.0","1169.34","1858.9","316.37","3347.57","-1.0"
"711","1997","8","Orissa","Puri","0.0","0.0","0.0","0.0","0.0","1606.0","-1.0"
"711","1998","8","Orissa","Puri","0.0","0.0","918.55","2556.84","179.24","3654.63","-1.0"
"711","1999","8","Orissa","Puri","0.0","0.0","562.11","2138.58","85.02","2785.7","-1.0"
"711","2000","8","Orissa","Puri","0.0","0.0","799.0","2516.0","177.0","3492.0","-1.0"
"711","2001","8","Orissa","Puri","0.0","0.0","833.04","2781.63","203.8","3818.47","-1.0"
"711","2002","8","Orissa","Puri","0.0","0.0","1021.68","3122.96","195.15","4339.78","-1.0"
"711","2003","8","Orissa","Puri","0.0","0.0","1021.39","3636.01","508.55","5165.95","-1.0"
"711","2004","8","Orissa","Puri","0.0","0.0","0.0","0.0","0.0","4744.35","-1.0"
"711","2005","8","Orissa","Puri","0.0","0.0","880.27","3575.83","321.63","4777.73","-1.0"
"711","2006","8","Orissa","Puri","0.0","0.0","729.27","3770.4","481.38","4981.06","-1.0"
"711","2007","8","Orissa","Puri","0.0","0.0","803.31","4355.46","559.43","5718.19","-1.0"
"711","2008","8","Orissa","Puri","0.0","0.0","822.15","4529.92","681.18","6033.24","-1.0"
"711","2009","8","Orissa","Puri","0.0","0.0","954.05","4785.42","933.93","6673.4","-1.0"
"711","2010","8","Orissa","Puri","0.0","0.0","1003.34","5178.65","995.91","7177.9","-1.0"
"711","2011","8","Orissa","Puri","0.0","0.0","962.0","5442.89","941.57","7346.46","-1.0"
"711","2012","8","Orissa","Puri","0.0","0.0","925.43","5702.96","879.59","7507.98","-1.0"
"711","2013","8","Orissa","Puri","0.0","0.0","0.0","0.0","0.0","7963.81","-1.0"
"711","2014","8","Orissa","Puri","0.0","0.0","0.0","0.0","0.0","8694.05","-1.0"
"712","1994","8","Orissa","Sambalpur","0.0","0.0","1024.56","1052.96","216.0","2293.52","-1.0"
"712","1995","8","Orissa","Sambalpur","0.0","0.0","1057.31","1062.49","185.39","2305.19","-1.0"
"712","1996","8","Orissa","Sambalpur","0.0","0.0","878.24","1394.68","237.63","2510.55","-1.0"
"712","1997","8","Orissa","Sambalpur","0.0","0.0","0.0","0.0","0.0","2280.0","-1.0"
"712","1998","8","Orissa","Sambalpur","0.0","0.0","790.43","3101.47","318.34","4210.24","-1.0"
"712","1999","8","Orissa","Sambalpur","0.85","0.0","619.81","2996.47","223.21","3840.34","-1.0"
"712","2000","8","Orissa","Sambalpur","0.0","0.0","770.0","2955.0","319.0","4044.0","-1.0"
"712","2001","8","Orissa","Sambalpur","0.0","0.0","813.91","4883.4","360.43","6057.74","-1.0"
"712","2002","8","Orissa","Sambalpur","0.0","0.0","997.52","4114.26","481.07","5592.84","-1.0"
"712","2003","8","Orissa","Sambalpur","0.0","0.0","737.59","2625.73","367.25","3730.56","-1.0"
"712","2004","8","Orissa","Sambalpur","0.0","0.0","0.0","0.0","0.0","5039.17","-1.0"
"712","2005","8","Orissa","Sambalpur","0.0","0.0","914.73","3101.48","411.7","4427.91","-1.0"
"712","2006","8","Orissa","Sambalpur","0.0","0.0","718.26","3555.06","318.13","4591.45","-1.0"
"712","2007","8","Orissa","Sambalpur","0.0","0.0","791.18","4483.85","369.71","5644.73","-1.0"
"712","2008","8","Orissa","Sambalpur","0.0","0.0","809.73","4663.45","450.17","5923.35","-1.0"
"712","2009","8","Orissa","Sambalpur","0.0","0.0","939.64","4926.48","617.21","6483.33","-1.0"
"712","2010","8","Orissa","Sambalpur","0.0","0.0","988.19","5331.31","658.17","6977.67","-1.0"
"712","2011","8","Orissa","Sambalpur","0.0","0.0","947.47","5603.34","622.26","7173.07","-1.0"
"712","2012","8","Orissa","Sambalpur","0.0","0.0","911.45","5871.08","581.3","7363.82","-1.0"
"712","2013","8","Orissa","Sambalpur","0.0","0.0","0.0","0.0","0.0","7830.39","-1.0"
"712","2014","8","Orissa","Sambalpur","0.0","0.0","0.0","0.0","0.0","8548.38","-1.0"
"713","1994","8","Orissa","Sundargarh","0.0","0.0","597.95","614.52","126.06","1338.53","-1.0"
"713","1995","8","Orissa","Sundargarh","0.0","0.0","672.55","620.07","117.12","1409.74","-1.0"
"713","1996","8","Orissa","Sundargarh","0.0","0.0","512.5","814.8","138.65","1465.95","-1.0"
"713","1997","8","Orissa","Sundargarh","0.0","0.0","0.0","0.0","0.0","2140.0","-1.0"
"713","1998","8","Orissa","Sundargarh","0.0","0.0","377.48","1648.8","245.64","2271.92","-1.0"
"713","1999","8","Orissa","Sundargarh","0.0","0.0","365.31","1680.33","207.31","2252.95","-1.0"
"713","2000","8","Orissa","Sundargarh","0.0","0.0","450.0","1590.0","245.0","2285.0","-1.0"
"713","2001","8","Orissa","Sundargarh","0.0","0.0","632.19","2909.81","280.16","3822.16","-1.0"
"713","2002","8","Orissa","Sundargarh","0.0","0.0","385.44","1121.62","146.76","1653.82","-1.0"
