"Dist Code","Year","State Code","State Name","Dist Name","CATTLE TOTAL (1000 Number)","CATTLE ADULT MALE (1000 Number)","CATTLE ADULT FEMALE (1000 Number)","CATTLE YOUNG MALE (1000 Number)","CATTLE YOUNG FEMALE (1000 Number)","CATTLE YOUNG TOTAL (1000 Number)","CATTLE SHARE IN LARGE RUMINANT (Percent)","BUFFALO TOTAL (1000 Number)","BUFFALO ADULT MALE (1000 Number)","BUFFALO ADULT FEMALE (1000 Number)","BUFFALO YOUNG MALE (1000 Number)","BUFFALO YOUNG FEMALE (1000 Number)","BUFFALO YOUNG TOTAL (1000 Number)","BUFFALO SHARE IN LARGE RUMINANT (Percent)","SHEEP TOTAL (1000 Number)","SHEEP SHARE IN SMALL RUMINANT (Percent)","GOATS TOTAL (1000 Number)","GOATS SHARE IN SMALL RUMINANT (Percent)","HORSES TOTAL (1000 Number)","DONKEYS TOTAL (1000 Number)","CAMELS TOTAL (1000 Number)","PIGS TOTAL (1000 Number)","LIVESTOCK TOTAL (1000 Number)","POULTRY TOTAL (1000 Number)"
"69","1983","5","Karnataka","Hassan","708.23","289.89","257.98","67.93","92.43","160.36","82.33","151.97","4.87","87.9","15.36","43.85","59.21","17.67","219.87","60.09","146.06","39.91","1.82","2.2","0.01","11.09","1241.25","369.54"
"69","1987","5","Karnataka","Hassan","579.74","181.65","237.71","59.58","100.81","160.38","74.69","196.49","6.02","111.4","23.53","55.53","79.07","25.31","163.89","52.86","146.14","47.14","0.46","1.4","0.0","15.94","1104.07","911.86"
"69","1992","5","Karnataka","Hassan","759.59","244.67","306.35","84.82","123.76","208.58","78.23","211.33","12.78","118.35","25.52","54.68","80.2","21.77","188.24","44.23","237.4","55.77","0.31","1.29","0.0","19.52","1417.68","958.29"
"69","1997","5","Karnataka","Hassan","585.04","194.89","256.72","65.24","68.2","133.44","81.48","133.0","4.98","84.75","16.48","26.79","43.27","18.52","213.6","62.2","129.79","37.8","0.58","1.94","0.02","10.84","1074.81","553.3"
"69","2003","5","Karnataka","Hassan","511.19","138.86","218.58","44.48","109.26","153.74","72.45","194.37","2.72","117.05","16.23","58.37","74.6","27.55","154.36","60.78","99.6","39.22","0.1","0.1","0.0","3.8","963.52","756.78"
"69","2007","5","Karnataka","Hassan","633.35","143.48","305.8","55.75","128.32","184.07","76.8","191.35","2.23","118.2","17.92","53.0","70.92","23.2","201.18","60.35","132.15","39.65","0.07","0.54","0.0","2.49","1161.13","1232.39"
"69","2012","5","Karnataka","Hassan","606.46","95.35","326.6","36.61","147.9","184.51","81.11","141.26","1.26","83.68","11.75","44.57","56.33","18.89","160.69","61.78","99.41","38.22","0.4","0.41","0.0","2.16","1010.79","2578.6"
"69","2019","5","Karnataka","Hassan","548.19","61.67","309.18","19.63","157.7","177.33","83.54","107.97","0.81","62.05","4.83","40.28","45.11","16.46","199.39","60.71","129.06","39.29","0.0","0.0","0.0","1.95","986.55","0.0"
"70","1966","5","Karnataka","Shimoge","665.48","241.84","239.33","89.08","95.23","184.31","78.95","177.39","16.15","105.96","22.89","32.39","55.28","21.05","39.78","34.43","75.75","65.57","1.97","2.26","0.0","2.18","964.81","459.21"
"70","1972","5","Karnataka","Shimoge","778.73","281.56","287.14","102.95","107.09","210.03","79.66","198.88","19.76","112.46","28.32","38.34","66.66","20.34","46.62","26.77","127.53","73.23","0.79","0.98","0.01","4.22","1157.82","615.91"
"70","1977","5","Karnataka","Shimoge","764.1","-1.0","-1.0","-1.0","-1.0","-1.0","80.97","179.53","-1.0","-1.0","-1.0","-1.0","-1.0","19.03","31.52","23.01","105.46","76.99","-1.0","-1.0","-1.0","4.43","1082.04","542.79"
"70","1983","5","Karnataka","Shimoge","792.45","278.8","275.52","104.72","133.41","238.13","79.28","207.13","14.79","120.7","22.04","49.6","71.64","20.72","36.81","22.51","126.71","77.49","0.38","0.88","0.0","5.23","1169.59","352.46"
"70","1987","5","Karnataka","Shimoge","699.11","245.65","238.67","84.94","129.85","214.79","72.19","269.28","14.0","151.59","30.78","72.91","103.69","27.81","28.75","21.67","103.93","78.33","0.16","0.5","0.0","5.71","1107.45","603.36"
"70","1992","5","Karnataka","Shimoge","924.09","328.46","309.19","122.54","163.9","286.44","76.0","291.75","21.04","164.25","33.66","72.8","106.46","24.0","32.69","16.22","168.87","83.78","0.11","0.46","0.0","7.47","1425.44","710.07"
"70","1997","5","Karnataka","Shimoge","764.1","271.47","291.81","97.57","103.24","200.81","80.97","179.53","18.6","106.53","21.77","32.63","54.4","19.03","31.52","23.01","105.46","76.99","0.61","0.92","0.0","4.43","1086.57","542.79"
"70","2003","5","Karnataka","Shimoge","524.95","158.2","181.24","69.65","115.87","185.51","73.02","194.0","14.2","101.17","26.2","52.43","78.63","26.98","13.91","19.14","58.76","80.86","0.02","0.19","0.0","1.37","793.2","569.48"
"70","2007","5","Karnataka","Shimoge","579.65","152.98","227.61","71.32","127.74","199.06","75.2","191.19","13.22","100.67","25.84","51.47","77.3","24.8","25.19","28.99","61.69","71.01","0.05","0.16","0.0","4.07","862.0","1663.91"
"70","2012","5","Karnataka","Shimoge","567.54","138.24","239.42","55.6","134.29","189.89","79.16","149.41","12.58","77.73","16.56","42.55","59.11","20.84","36.72","38.76","58.01","61.24","0.03","0.14","0.0","4.01","815.86","1739.16"
"70","2019","5","Karnataka","Shimoge","518.65","73.64","243.21","52.74","149.07","201.8","81.14","120.56","6.36","61.54","12.97","39.7","52.67","18.86","42.53","41.59","59.72","58.41","0.0","0.0","0.0","6.16","747.62","0.0"
"71","1966","5","Karnataka","Chickmagalur","400.22","145.22","147.19","51.98","55.82","107.8","85.4","68.4","9.65","38.83","8.2","11.72","19.91","14.6","75.13","58.47","53.36","41.53","1.11","0.92","0.0","13.34","612.49","291.6"
"71","1972","5","Karnataka","Chickmagalur","454.3","162.31","168.69","60.37","62.93","123.3","85.63","76.23","10.6","39.01","11.85","14.78","26.63","14.37","78.38","52.17","71.85","47.83","0.14","0.71","0.0","18.71","700.31","345.88"
"71","1977","5","Karnataka","Chickmagalur","483.24","-1.0","-1.0","-1.0","-1.0","-1.0","86.19","77.44","-1.0","-1.0","-1.0","-1.0","-1.0","13.81","80.51","57.42","59.71","42.58","-1.0","-1.0","-1.0","19.4","717.3","334.9"
"71","1983","5","Karnataka","Chickmagalur","460.18","157.11","156.7","60.38","85.99","146.37","84.22","86.19","8.49","46.63","10.5","20.57","31.07","15.78","64.05","47.42","71.03","52.58","0.08","0.86","0.0","19.42","701.79","406.53"
"71","1987","5","Karnataka","Chickmagalur","418.37","140.09","152.12","46.73","79.44","126.17","79.16","110.13","7.6","60.01","13.26","29.26","42.52","20.84","57.32","44.49","71.51","55.51","0.03","0.75","0.0","19.76","677.87","377.63"
"71","1992","5","Karnataka","Chickmagalur","550.45","188.23","194.74","67.62","99.85","167.47","81.99","120.88","12.4","64.75","14.57","29.16","43.73","18.01","65.25","35.94","116.32","64.06","0.02","0.68","0.0","24.05","877.65","442.46"
"71","1997","5","Karnataka","Chickmagalur","483.24","176.43","183.81","58.91","64.09","123.0","86.19","77.44","11.06","43.28","9.54","13.56","23.1","13.81","80.51","57.42","59.71","42.58","0.1","1.01","0.0","19.4","721.41","334.9"
"71","2003","5","Karnataka","Chickmagalur","357.23","114.15","125.42","37.74","79.93","117.66","77.1","106.08","5.66","57.55","12.46","30.42","42.87","22.9","62.97","57.21","47.1","42.79","0.02","0.0","0.0","5.09","578.49","440.47"
"71","2007","5","Karnataka","Chickmagalur","386.19","111.19","154.23","38.78","81.98","120.76","79.71","98.29","5.03","55.26","10.82","27.18","38.0","20.29","96.21","56.29","74.7","43.71","0.01","0.18","0.0","2.46","658.04","1418.44"
"71","2012","5","Karnataka","Chickmagalur","337.58","79.17","155.58","25.35","77.48","102.83","82.65","70.87","2.96","40.32","7.27","20.33","27.59","17.35","91.31","66.47","46.07","33.53","0.07","0.23","0.0","2.16","548.29","1178.38"
"71","2019","5","Karnataka","Chickmagalur","290.01","40.33","142.12","18.07","89.5","107.56","89.41","34.36","1.01","18.71","2.73","11.91","14.63","10.59","97.96","70.48","41.04","29.52","0.0","0.0","0.0","1.42","464.79","0.0"
"72","1966","5","Karnataka","Chitradurga","485.77","215.06","161.22","52.2","57.3","109.5","71.32","195.35","7.15","120.39","24.14","43.68","67.81","28.68","436.9","69.16","194.8","30.84","3.34","2.98","0.0","7.0","1326.15","241.56"
"72","1972","5","Karnataka","Chitradurga","498.7","232.14","162.44","52.32","51.8","104.12","68.91","224.96","8.49","131.72","33.93","50.82","84.75","31.09","469.24","63.73","267.04","36.27","0.7","4.47","0.01","7.99","1473.12","312.34"
"72","1977","5","Karnataka","Chitradurga","525.79","-1.0","-1.0","-1.0","-1.0","-1.0","69.81","227.42","-1.0","-1.0","-1.0","-1.0","-1.0","30.19","456.32","73.34","165.91","26.66","-1.0","-1.0","-1.0","6.68","1379.12","287.97"
"72","1983","5","Karnataka","Chitradurga","613.51","294.6","169.52","65.93","83.45","149.39","71.59","243.49","6.09","139.49","33.29","64.63","97.91","28.41","460.21","60.18","304.52","39.82","1.35","5.22","0.01","14.52","1642.82","361.28"
"72","1987","5","Karnataka","Chitradurga","455.58","206.49","135.68","45.78","67.63","113.41","63.45","262.43","3.93","155.43","29.81","73.26","103.07","36.55","360.09","59.75","242.62","40.25","0.11","3.47","0.0","7.04","1331.36","535.8"
"72","1992","5","Karnataka","Chitradurga","589.97","271.31","168.95","65.81","83.9","149.72","67.71","281.36","9.68","167.21","32.33","72.13","104.46","32.29","406.74","50.9","392.32","49.1","0.08","3.18","0.0","8.74","1682.39","464.52"
"72","1997","5","Karnataka","Chitradurga","525.79","248.27","170.57","50.75","56.19","106.94","69.81","227.42","10.06","143.72","25.95","47.7","73.65","30.19","456.32","73.34","165.91","26.66","0.9","4.7","0.01","6.68","1387.73","287.97"
"72","2003","5","Karnataka","Chitradurga","651.09","286.75","201.52","47.53","115.3","162.83","62.08","397.72","2.21","237.9","37.63","119.98","157.6","37.92","920.5","73.43","333.14","26.57","0.11","1.93","0.0","11.01","2315.5","2417.73"
"72","2007","5","Karnataka","Chitradurga","736.22","283.65","255.4","58.77","138.4","197.17","63.85","416.76","3.03","247.79","42.91","123.03","165.94","36.15","1265.1","70.77","522.49","29.23","0.11","8.2","0.0","11.17","2960.05","3774.75"
"72","2012","5","Karnataka","Chitradurga","607.97","215.59","232.79","44.78","114.81","159.59","64.9","328.75","1.76","192.25","38.38","96.35","134.74","35.1","1283.22","79.32","334.47","20.68","0.93","4.34","0.02","6.99","2566.69","5605.25"
"72","2019","5","Karnataka","Chitradurga","522.98","109.91","240.97","31.56","140.55","172.11","68.82","236.9","2.07","133.23","17.61","84.0","101.61","31.18","1857.72","78.47","509.6","21.53","0.0","0.0","0.0","4.6","3131.79","0.0"
"73","1966","5","Karnataka","Bellary","355.24","159.66","110.84","41.59","43.15","84.74","75.58","114.79","2.51","70.79","14.34","27.16","41.5","24.42","195.72","61.37","123.22","38.63","1.44","1.53","0.01","4.43","796.39","138.38"
"73","1972","5","Karnataka","Bellary","400.1","177.92","124.27","47.35","50.58","97.92","75.75","128.09","3.9","76.06","17.68","30.45","48.13","24.25","222.31","52.21","203.51","47.79","0.7","1.56","0.02","4.74","961.04","231.41"
"73","1977","5","Karnataka","Bellary","375.97","-1.0","-1.0","-1.0","-1.0","-1.0","76.49","115.59","-1.0","-1.0","-1.0","-1.0","-1.0","23.51","176.8","55.6","141.16","44.4","-1.0","-1.0","-1.0","7.97","814.49","184.0"
"73","1983","5","Karnataka","Bellary","475.95","200.47","130.36","63.17","81.95","145.12","77.28","139.9","2.49","80.34","15.11","41.96","57.08","22.72","241.05","50.12","239.9","49.88","0.43","2.35","0.0","9.72","1109.31","1356.3"
"73","1987","5","Karnataka","Bellary","484.51","210.7","138.3","55.11","80.4","135.51","72.81","180.93","3.99","104.6","18.73","53.61","72.34","27.19","278.66","54.49","232.73","45.51","0.23","1.68","0.0","5.66","1184.4","634.8"
"73","1992","5","Karnataka","Bellary","625.06","275.83","166.68","80.22","102.32","182.54","76.54","191.55","7.18","110.43","20.44","53.5","73.94","23.46","318.31","45.83","376.23","54.17","0.16","1.54","0.0","7.11","1519.96","546.87"
"73","1997","5","Karnataka","Bellary","375.97","163.97","118.26","45.3","48.45","93.74","76.49","115.59","3.14","73.32","12.69","26.44","39.13","23.51","176.8","55.6","141.16","44.4","0.75","2.14","0.01","7.97","820.39","184.0"
"73","2003","5","Karnataka","Bellary","363.37","150.14","112.65","35.12","65.46","100.58","65.97","187.44","1.49","111.1","16.68","58.16","74.84","34.03","396.58","64.13","221.86","35.87","0.05","0.24","0.0","15.37","1184.91","2078.06"
"73","2007","5","Karnataka","Bellary","391.26","149.03","127.82","42.57","71.83","114.4","65.34","207.52","1.41","122.62","21.54","61.96","83.5","34.66","655.84","70.65","272.42","29.35","0.12","0.53","0.01","14.26","1541.96","3502.99"
"73","2012","5","Karnataka","Bellary","344.08","127.91","123.6","26.36","66.21","92.57","70.75","142.26","1.22","82.73","13.68","44.62","58.3","29.25","756.27","80.15","187.27","19.85","0.1","0.23","0.0","14.97","1445.18","2723.68"
"73","2019","5","Karnataka","Bellary","283.7","88.82","107.63","16.44","70.82","87.25","69.01","127.41","0.83","71.31","5.95","49.32","55.27","30.99","1005.57","79.89","253.12","20.11","0.0","0.0","0.0","15.09","1684.88","0.0"
"74","1966","5","Karnataka","Dharwad","610.42","294.72","161.51","77.87","76.31","154.19","70.17","259.47","7.92","158.59","33.37","59.59","92.95","29.83","205.52","52.96","182.51","47.04","4.62","2.06","0.11","3.06","1267.8","278.84"
"74","1972","5","Karnataka","Dharwad","663.99","311.31","181.76","84.45","86.47","170.92","71.1","269.89","7.64","157.92","34.16","70.16","104.33","28.9","228.57","43.36","298.53","56.64","2.62","2.46","0.02","3.91","1469.99","370.95"
"74","1977","5","Karnataka","Dharwad","719.12","-1.0","-1.0","-1.0","-1.0","-1.0","71.44","287.48","-1.0","-1.0","-1.0","-1.0","-1.0","28.56","218.38","41.92","302.61","58.08","-1.0","-1.0","-1.0","4.46","1529.05","282.03"
"74","1983","5","Karnataka","Dharwad","745.78","339.13","199.58","97.0","110.07","207.07","71.35","299.4","5.82","176.73","42.55","74.31","116.86","28.65","205.64","39.74","311.78","60.26","1.46","1.77","0.0","6.05","1571.89","457.24"
"74","1987","5","Karnataka","Dharwad","667.75","320.07","171.51","78.63","97.54","176.17","70.52","279.11","2.87","165.06","26.47","84.71","111.18","29.48","255.68","44.88","314.02","55.12","1.45","0.88","0.0","8.24","1527.15","637.32"
"74","1992","5","Karnataka","Dharwad","855.46","420.61","200.4","113.06","121.39","234.45","74.47","293.31","5.47","174.43","28.77","84.64","113.41","25.53","292.83","36.64","506.45","63.36","0.99","0.81","0.0","10.36","1960.21","635.35"
"74","1997","5","Karnataka","Dharwad","719.12","335.87","205.76","89.02","88.47","177.49","71.44","287.48","8.21","178.64","35.27","65.35","100.63","28.56","218.38","41.92","302.61","58.08","2.56","2.52","0.0","4.46","1537.13","282.03"
"74","2003","5","Karnataka","Dharwad","627.24","308.66","165.51","55.34","97.73","153.07","69.63","273.61","1.79","166.03","23.34","82.47","105.81","30.37","440.23","60.34","289.31","39.66","0.74","0.32","0.0","14.64","1646.09","957.38"
"74","2007","5","Karnataka","Dharwad","690.31","322.41","201.26","55.48","111.17","166.64","69.7","300.1","2.43","179.2","30.47","88.02","118.49","30.3","636.53","61.68","395.38","38.32","1.09","0.26","0.0","12.81","2036.48","1218.81"
"74","2012","5","Karnataka","Dharwad","621.05","277.7","196.49","41.75","105.12","146.87","72.21","238.97","1.8","140.06","22.03","75.09","97.12","27.79","587.74","66.49","296.25","33.51","1.15","0.2","0.0","16.18","1761.54","1945.92"
"74","2019","5","Karnataka","Dharwad","569.59","200.41","199.99","30.54","138.65","169.19","73.77","202.54","1.49","112.4","9.49","79.17","88.65","26.23","788.97","65.77","410.69","34.23","0.0","0.0","0.0","21.77","1993.57","0.0"
"75","1966","5","Karnataka","Belgaum","487.25","251.73","123.73","53.93","57.86","111.78","57.65","357.96","20.67","210.51","39.19","87.59","126.78","42.35","392.93","61.59","245.04","38.41","4.1","0.86","0.0","16.88","1505.14","526.54"
"75","1972","5","Karnataka","Belgaum","515.54","263.49","134.41","56.2","61.45","117.65","54.88","423.79","20.76","245.75","48.47","108.81","157.28","45.12","421.13","54.12","356.94","45.88","3.05","0.94","0.0","14.58","1735.98","639.4"
"75","1977","5","Karnataka","Belgaum","540.73","-1.0","-1.0","-1.0","-1.0","-1.0","54.18","457.21","-1.0","-1.0","-1.0","-1.0","-1.0","45.82","449.17","54.74","371.33","45.26","-1.0","-1.0","-1.0","16.01","1831.45","600.67"
"75","1983","5","Karnataka","Belgaum","554.17","267.64","134.71","68.9","82.93","151.83","52.49","501.5","20.77","291.49","43.25","145.99","189.24","47.51","457.98","53.34","400.69","46.66","5.47","0.6","0.0","15.99","1936.4","576.16"
"75","1987","5","Karnataka","Belgaum","511.37","252.4","133.49","54.4","71.08","125.48","46.87","579.72","11.66","339.99","53.8","174.27","228.07","53.13","434.61","53.0","385.36","47.0","4.92","0.47","0.0","17.84","1934.29","695.24"
"75","1992","5","Karnataka","Belgaum","660.36","334.35","159.3","78.36","88.35","166.71","52.7","592.67","16.08","346.27","58.5","171.82","230.32","47.3","503.61","44.88","618.58","55.12","3.35","0.43","0.0","22.51","2401.51","757.16"
"75","1997","5","Karnataka","Belgaum","540.73","274.4","144.15","57.67","64.51","122.18","54.18","457.21","23.03","271.08","49.99","113.1","163.09","45.82","449.17","54.74","371.33","45.26","5.39","1.08","0.0","16.01","1840.92","600.67"
"75","2003","5","Karnataka","Belgaum","498.27","235.74","154.83","35.52","72.18","107.7","41.54","701.2","9.65","449.66","47.0","194.89","241.89","58.46","902.56","63.95","508.78","36.05","8.71","0.89","0.0","27.98","2648.39","847.19"
"75","2007","5","Karnataka","Belgaum","598.53","247.81","218.04","44.08","88.6","132.68","41.04","860.02","10.77","562.24","61.41","225.6","287.01","58.96","899.89","59.59","610.27","40.41","3.9","0.18","0.0","24.84","2997.63","1330.57"
"75","2012","5","Karnataka","Belgaum","592.83","193.02","252.68","38.78","108.35","147.13","41.68","829.37","11.61","520.89","56.03","240.84","296.87","58.32","788.93","61.61","491.55","38.39","4.9","0.46","0.0","25.68","2733.72","2738.29"
"75","2019","5","Karnataka","Belgaum","549.54","126.04","251.77","25.63","146.1","171.73","39.43","844.17","4.58","494.82","21.08","323.7","344.77","60.57","757.68","51.92","701.74","48.08","0.0","0.0","0.0","21.78","2874.92","0.0"
"76","1966","5","Karnataka","Bijapur / Vijayapura","547.01","234.28","153.6","76.88","82.25","159.14","71.34","219.8","3.68","123.11","28.62","64.39","93.01","28.66","306.87","47.72","336.25","52.28","5.91","2.28","0.0","13.88","1432.0","432.53"
"76","1972","5","Karnataka","Bijapur / Vijayapura","521.83","229.04","150.98","72.12","69.7","141.82","69.61","227.79","3.42","126.06","27.25","71.06","98.31","30.39","302.28","38.82","476.41","61.18","3.69","2.97","0.02","12.63","1547.61","475.07"
"76","1977","5","Karnataka","Bijapur / Vijayapura","549.53","-1.0","-1.0","-1.0","-1.0","-1.0","69.53","240.84","-1.0","-1.0","-1.0","-1.0","-1.0","30.47","307.57","38.71","486.88","61.29","-1.0","-1.0","-1.0","17.83","1599.65","507.67"
"76","1983","5","Karnataka","Bijapur / Vijayapura","576.81","233.66","156.67","81.36","105.13","186.48","69.23","256.42","3.05","142.34","25.91","85.12","111.03","30.77","351.28","37.79","578.16","62.21","2.26","2.27","0.01","15.82","1783.03","742.89"
"76","1987","5","Karnataka","Bijapur / Vijayapura","524.0","218.03","148.43","69.95","87.6","157.55","63.04","307.19","2.71","169.44","31.35","103.69","135.04","36.96","348.51","39.61","531.36","60.39","3.56","1.61","0.0","26.7","1742.93","641.28"
"76","1992","5","Karnataka","Bijapur / Vijayapura","672.59","285.15","175.2","101.83","110.41","212.24","68.32","311.94","5.54","170.65","33.75","102.0","135.75","31.68","404.86","32.22","851.81","67.78","2.42","1.47","0.0","32.96","2278.05","736.8"
"76","1997","5","Karnataka","Bijapur / Vijayapura","549.53","242.76","159.02","75.37","72.39","147.76","69.53","240.84","3.54","139.32","26.77","71.21","97.98","30.47","307.57","38.71","486.88","61.29","3.52","2.84","0.0","17.83","1609.01","507.67"
"76","2003","5","Karnataka","Bijapur / Vijayapura","461.52","201.73","137.35","43.61","78.84","122.44","57.09","346.91","2.39","207.44","30.02","107.06","137.08","42.91","679.85","53.57","589.31","46.43","1.08","0.18","0.0","64.24","2143.09","1205.88"
"76","2007","5","Karnataka","Bijapur / Vijayapura","584.83","225.25","201.63","56.17","101.8","157.96","56.79","445.04","5.78","265.84","41.79","131.64","173.43","43.21","1009.53","53.34","882.99","46.66","0.71","1.33","0.0","52.07","2976.5","1458.56"
"76","2012","5","Karnataka","Bijapur / Vijayapura","532.45","177.45","203.55","44.23","107.22","151.44","57.62","391.66","4.78","227.19","36.29","123.4","159.7","42.38","1042.88","60.1","692.3","39.9","2.28","1.3","0.01","56.14","2719.02","1672.22"
"76","2019","5","Karnataka","Bijapur / Vijayapura","424.93","112.14","166.06","27.3","119.45","146.74","50.81","411.42","4.15","221.46","12.55","173.26","185.81","49.19","969.93","50.44","953.02","49.56","0.0","0.0","0.0","39.92","2799.22","0.0"
"77","1966","5","Karnataka","Bidar","331.5","121.25","104.54","67.62","38.1","105.71","76.82","100.03","8.57","59.53","11.0","20.93","31.93","23.18","58.54","49.86","58.86","50.14","3.86","2.31","0.67","8.67","564.44","84.1"
"77","1972","5","Karnataka","Bidar","271.76","97.37","98.71","37.14","38.54","75.68","71.25","109.66","5.63","61.3","17.52","25.22","42.73","28.75","57.24","51.26","54.42","48.74","4.91","1.97","1.15","7.85","508.96","100.71"
"77","1977","5","Karnataka","Bidar","244.47","-1.0","-1.0","-1.0","-1.0","-1.0","71.44","97.73","-1.0","-1.0","-1.0","-1.0","-1.0","28.56","59.4","42.15","81.53","57.85","-1.0","-1.0","-1.0","6.39","486.52","78.22"
"77","1983","5","Karnataka","Bidar","333.71","107.26","102.65","54.61","69.2","123.81","70.45","139.95","2.05","77.18","15.63","45.09","60.72","29.55","76.98","44.21","97.13","55.79","1.97","3.65","0.2","8.82","662.42","699.8"
"77","1987","5","Karnataka","Bidar","272.88","92.63","87.98","37.95","54.33","92.28","64.75","148.53","1.4","83.6","14.43","49.11","63.54","35.25","72.59","43.27","95.16","56.73","0.75","3.15","0.07","14.59","607.79","340.99"
"77","1992","5","Karnataka","Bidar","352.11","121.62","107.33","55.04","68.13","123.17","69.9","151.63","2.54","85.26","15.57","48.26","63.83","30.1","83.52","35.22","153.65","64.78","0.51","2.89","0.07","18.39","762.77","297.12"
"77","1997","5","Karnataka","Bidar","244.47","91.35","78.93","35.84","38.35","74.18","71.44","97.73","2.04","57.44","13.27","24.97","38.24","28.56","59.4","42.15","81.53","57.85","1.58","2.73","0.18","6.39","494.01","278.0"
"77","2003","5","Karnataka","Bidar","255.67","95.19","81.48","28.7","50.31","79.01","60.14","169.48","0.93","95.57","18.62","54.36","72.99","39.86","66.02","33.5","131.04","66.5","0.12","0.09","0.01","21.37","643.8","588.69"
"77","2007","5","Karnataka","Bidar","277.47","96.02","95.91","29.4","56.14","85.55","61.08","176.78","0.84","99.59","19.51","56.84","76.35","38.92","84.65","30.93","189.04","69.07","0.05","3.08","0.16","18.62","749.85","752.7"
"77","2012","5","Karnataka","Bidar","234.52","73.6","88.38","20.81","51.74","72.54","64.2","130.78","1.11","72.94","14.3","42.42","56.73","35.8","88.4","37.72","145.94","62.28","0.1","2.62","0.1","18.71","621.17","402.66"
"77","2019","5","Karnataka","Bidar","173.63","48.02","67.08","13.94","44.6","58.54","58.04","125.51","0.73","69.65","6.84","48.29","55.13","41.96","85.95","31.97","182.85","68.03","0.0","0.0","0.0","20.84","588.78","0.0"
"78","1966","5","Karnataka","Raichur","442.61","208.8","128.1","51.15","54.57","105.72","76.28","137.6","6.13","78.12","22.02","31.33","53.35","23.72","225.68","59.39","154.32","40.61","4.85","1.75","0.0","4.11","970.99","157.36"
"78","1972","5","Karnataka","Raichur","500.98","230.19","146.12","61.64","63.03","124.67","76.16","156.81","8.8","87.96","22.39","37.65","60.04","23.84","215.65","50.14","214.43","49.86","3.78","2.98","0.06","6.49","1101.22","230.47"
"78","1977","5","Karnataka","Raichur","520.42","-1.0","-1.0","-1.0","-1.0","-1.0","77.9","147.64","-1.0","-1.0","-1.0","-1.0","-1.0","22.1","262.1","57.61","192.87","42.39","-1.0","-1.0","-1.0","6.71","1126.74","231.61"
"78","1983","5","Karnataka","Raichur","640.25","271.57","165.92","95.89","106.87","202.76","78.85","171.74","5.17","94.84","18.75","52.98","71.73","21.15","325.4","50.52","318.72","49.48","0.95","2.54","0.04","13.0","1472.64","1096.29"
"78","1987","5","Karnataka","Raichur","611.33","252.4","176.87","78.07","104.0","182.07","74.3","211.49","3.19","119.55","21.78","66.97","88.75","25.7","364.37","57.67","267.42","42.33","0.67","1.71","0.0","15.1","1472.11","402.91"
"78","1992","5","Karnataka","Raichur","800.95","335.1","220.61","113.99","131.25","245.24","78.4","220.72","6.27","124.63","23.65","66.16","89.81","21.6","422.34","49.42","432.24","50.58","0.46","1.57","0.0","18.85","1897.13","435.49"
"78","1997","5","Karnataka","Raichur","520.42","238.04","149.33","68.37","64.68","133.05","77.9","147.64","4.25","90.39","17.12","35.89","53.0","22.1","262.1","57.61","192.87","42.39","1.52","2.82","0.09","6.71","1134.17","231.61"
"78","2003","5","Karnataka","Raichur","576.63","221.76","183.03","55.78","116.07","171.85","67.79","273.94","2.38","157.47","24.86","89.24","114.09","32.21","632.67","60.74","408.89","39.26","0.14","0.08","0.0","17.4","1909.75","2632.16"
"78","2007","5","Karnataka","Raichur","650.32","220.31","234.74","69.03","126.24","195.27","67.05","319.56","2.93","185.89","31.45","99.29","130.75","32.95","1026.99","64.05","576.53","35.95","0.22","0.32","0.0","29.5","2603.44","4030.94"
"78","2012","5","Karnataka","Raichur","619.53","196.98","234.3","48.05","140.21","188.25","74.26","214.71","1.86","121.09","19.92","71.85","91.77","25.74","1194.61","73.16","438.22","26.84","0.12","0.09","0.0","26.73","2494.01","3907.15"
"78","2019","5","Karnataka","Raichur","476.79","126.22","179.26","36.08","135.23","171.31","73.05","175.89","1.65","97.6","6.11","70.52","76.63","26.95","1283.0","73.81","455.3","26.19","0.0","0.0","0.0","25.04","2416.01","0.0"
"79","1966","5","Karnataka","Gulbarga / Kalaburagi","663.82","279.99","212.41","83.24","88.18","171.42","80.01","165.81","12.54","93.1","25.64","34.53","60.17","19.99","260.19","57.55","191.94","42.45","10.25","4.64","0.15","7.11","1303.99","333.83"
"79","1972","5","Karnataka","Gulbarga / Kalaburagi","625.64","274.42","196.9","75.83","78.49","154.32","81.99","137.44","7.64","81.15","17.5","31.16","48.66","18.01","247.5","47.13","277.63","52.87","5.6","4.29","0.05","10.27","1308.42","368.84"
"79","1977","5","Karnataka","Gulbarga / Kalaburagi","579.8","-1.0","-1.0","-1.0","-1.0","-1.0","82.18","125.71","-1.0","-1.0","-1.0","-1.0","-1.0","17.82","250.64","43.6","324.16","56.4","-1.0","-1.0","-1.0","12.35","1289.66","430.93"
"79","1983","5","Karnataka","Gulbarga / Kalaburagi","802.95","306.39","228.4","122.24","145.92","268.16","82.54","169.86","7.87","91.83","21.37","48.79","70.16","17.46","320.7","44.38","401.86","55.62","2.88","4.52","0.13","19.7","1722.58","312.63"
"79","1987","5","Karnataka","Gulbarga / Kalaburagi","769.41","291.73","234.44","102.11","141.13","243.24","79.82","194.5","4.97","99.81","22.1","67.62","89.71","20.18","307.87","49.39","315.48","50.61","2.29","4.01","0.02","23.75","1617.43","537.31"
