"Dist Code","Year","State Code","State Name","Dist Name","MARGINAL NUMBER (1000 Number)","MARGINAL AREA (1000 ha)","SMALL NUMBER (1000 Number)","SMALL AREA (1000 ha)","SEMI MEDIUM NUMBER (1000 Number)","SEMI MEDIUM AREA (1000 ha)","MEDIUM NUMBER (1000 Number)","MEDIUM AREA (1000 ha)","LARGE NUMBER (1000 Number)","LARGE AREA (1000 ha)","TOTAL NUMBER (1000 Number)","TOTAL AREA (1000 ha)"
"77","1985","5","Karnataka","Bidar","18.46","11.66","41.75","61.37","39.97","111.74","25.65","157.25","7.36","108.95","133.19","450.97"
"77","1990","5","Karnataka","Bidar","22.0","14.0","64.0","94.0","51.0","139.0","24.0","145.0","5.0","73.0","166.0","465.0"
"77","1995","5","Karnataka","Bidar","38.24","23.67","79.88","117.28","52.4","142.4","20.99","123.52","3.66","51.38","195.16","458.24"
"77","2000","5","Karnataka","Bidar","53.01","31.42","87.41","125.55","54.82","147.05","18.98","110.41","2.74","36.94","216.97","451.39"
"77","2005","5","Karnataka","Bidar","67.54","38.49","92.08","131.18","57.17","153.02","19.04","109.7","2.59","34.33","238.41","466.72"
"77","2010","5","Karnataka","Bidar","80.62","44.81","96.62","136.83","54.25","143.29","17.4","98.9","2.1","27.94","250.99","451.78"
"78","1970","5","Karnataka","Raichur","26.9","16.37","42.21","63.03","62.82","181.23","71.14","440.73","26.45","420.17","229.52","1121.53"
"78","1976","5","Karnataka","Raichur","32.89","19.99","45.58","67.56","64.09","182.56","67.68","410.08","23.99","406.75","234.23","1086.93"
"78","1980","5","Karnataka","Raichur","42.98","26.05","60.5","90.43","76.36","219.07","73.68","454.74","22.49","342.64","276.01","1132.92"
"78","1985","5","Karnataka","Raichur","58.6","35.93","87.86","130.81","94.26","267.08","72.71","442.33","18.18","273.01","331.6","1149.17"
"78","1990","5","Karnataka","Raichur","73.0","45.0","118.0","176.0","110.0","307.0","69.0","408.0","14.0","206.0","384.0","1142.0"
"78","1995","5","Karnataka","Raichur","93.2","57.43","137.05","201.61","121.27","333.91","63.27","371.76","11.09","158.53","425.87","1123.23"
"78","2000","5","Karnataka","Raichur","124.12","74.19","160.85","234.32","127.73","349.95","60.49","353.31","9.32","128.82","482.5","1140.61"
"78","2005","5","Karnataka","Raichur","141.69","83.98","171.84","249.7","131.96","362.11","59.25","345.51","8.08","111.35","512.81","1152.63"
"78","2010","5","Karnataka","Raichur","168.32","96.28","186.97","266.97","132.11","356.67","56.04","319.99","6.7","89.33","550.13","1129.24"
"79","1970","5","Karnataka","Gulbarga / Kalaburagi","24.4","13.66","31.45","46.86","50.79","147.81","69.49","440.3","36.55","614.62","212.68","1263.24"
"79","1976","5","Karnataka","Gulbarga / Kalaburagi","31.42","17.3","38.16","56.54","60.1","172.41","77.37","488.76","36.22","584.87","243.27","1319.89"
"79","1980","5","Karnataka","Gulbarga / Kalaburagi","38.93","21.57","52.8","79.25","74.6","216.05","83.06","520.51","33.3","517.83","282.68","1355.22"
"79","1985","5","Karnataka","Gulbarga / Kalaburagi","48.46","27.04","85.44","128.81","102.01","290.88","80.45","496.03","25.21","380.54","341.57","1323.31"
"79","1990","5","Karnataka","Gulbarga / Kalaburagi","62.0","35.0","133.0","199.0","128.0","359.0","81.0","493.0","21.0","307.0","425.0","1393.0"
"79","1995","5","Karnataka","Gulbarga / Kalaburagi","80.11","48.01","161.4","240.03","145.13","402.2","76.67","456.91","16.54","243.96","479.84","1391.11"
"79","2000","5","Karnataka","Gulbarga / Kalaburagi","112.33","66.57","191.27","281.87","158.49","435.72","73.76","435.0","12.96","180.22","548.81","1399.38"
"79","2005","5","Karnataka","Gulbarga / Kalaburagi","128.34","76.07","203.72","299.47","161.97","443.41","71.04","415.22","10.72","147.91","575.79","1382.08"
"79","2010","5","Karnataka","Gulbarga / Kalaburagi","153.59","90.82","226.84","331.28","164.64","444.43","67.46","385.97","9.44","127.32","621.96","1379.81"
"80","1970","5","Karnataka","Dakshina Kannada","61.27","29.55","36.74","52.02","22.62","60.78","8.09","45.91","1.17","17.67","129.88","205.92"
"80","1976","5","Karnataka","Dakshina Kannada","85.93","40.35","37.56","53.32","20.27","54.02","7.08","40.38","0.71","13.35","151.55","201.41"
"80","1980","5","Karnataka","Dakshina Kannada","86.64","39.71","40.27","57.02","23.64","64.88","9.64","54.88","1.1","26.78","161.28","243.26"
"80","1985","5","Karnataka","Dakshina Kannada","128.43","50.76","43.71","62.2","24.82","68.1","10.64","61.05","1.49","25.89","209.1","268.0"
"80","1990","5","Karnataka","Dakshina Kannada","178.0","66.0","49.0","69.0","27.0","75.0","12.0","69.0","2.0","35.0","268.0","314.0"
"80","1995","5","Karnataka","Dakshina Kannada","201.32","74.72","52.03","73.46","27.27","74.38","10.68","60.92","1.28","26.0","292.58","309.47"
"80","2000","5","Karnataka","Dakshina Kannada","259.61","91.82","57.49","80.7","27.19","73.83","10.0","56.9","1.17","21.17","355.46","324.42"
"80","2005","5","Karnataka","Dakshina Kannada","309.51","106.96","63.28","88.02","27.21","73.54","9.53","53.88","1.18","25.5","410.7","347.89"
"80","2010","5","Karnataka","Dakshina Kannada","311.91","109.91","62.78","85.69","25.48","67.74","8.45","47.17","0.97","17.53","409.59","328.04"
"81","1970","5","Karnataka","Uttara Kannada","64.44","20.28","17.98","25.55","14.81","41.2","7.91","45.35","1.08","15.4","106.22","147.79"
"81","1976","5","Karnataka","Uttara Kannada","71.1","25.44","21.81","31.12","15.63","43.25","7.21","40.46","0.78","12.24","116.53","152.5"
"81","1980","5","Karnataka","Uttara Kannada","74.29","24.64","23.42","33.0","16.14","44.42","6.93","39.17","0.67","9.52","121.43","150.74"
"81","1985","5","Karnataka","Uttara Kannada","81.89","27.64","25.35","36.26","16.02","44.2","6.19","34.65","0.56","8.18","130.01","150.92"
"81","1990","5","Karnataka","Uttara Kannada","94.0","31.0","27.0","37.0","15.0","42.0","6.0","31.0","-1.0","6.0","142.0","147.0"
"81","1995","5","Karnataka","Uttara Kannada","101.69","34.3","26.67","37.87","14.58","39.78","5.07","28.32","0.34","4.58","148.36","144.84"
"81","2000","5","Karnataka","Uttara Kannada","115.71","38.64","29.33","41.14","14.73","39.78","4.65","25.59","0.33","4.4","164.75","149.54"
"81","2005","5","Karnataka","Uttara Kannada","127.05","41.43","30.33","42.67","13.89","37.64","4.31","23.84","0.29","3.85","175.87","149.42"
"81","2010","5","Karnataka","Uttara Kannada","143.62","44.17","30.96","42.67","13.76","36.62","4.21","22.94","0.27","3.58","192.82","149.97"
"82","1970","5","Karnataka","Kodagu / Coorg","9.69","5.26","9.01","12.73","8.4","23.55","7.24","43.32","2.44","51.4","36.79","136.26"
"82","1976","5","Karnataka","Kodagu / Coorg","12.71","6.44","9.24","12.22","8.82","24.17","7.12","43.33","2.57","60.52","40.47","146.68"
"82","1980","5","Karnataka","Kodagu / Coorg","11.39","6.02","9.63","13.79","9.67","27.42","8.71","53.23","3.47","73.52","42.86","173.98"
"82","1985","5","Karnataka","Kodagu / Coorg","19.08","8.53","11.59","16.56","11.74","33.05","9.68","57.99","3.19","63.79","55.27","179.92"
"82","1990","5","Karnataka","Kodagu / Coorg","20.0","10.0","13.0","18.0","11.0","32.0","8.0","49.0","3.0","61.0","55.0","170.0"
"82","1995","5","Karnataka","Kodagu / Coorg","23.01","12.19","14.63","20.77","11.63","32.35","7.65","44.99","1.89","35.14","58.81","145.44"
"82","2000","5","Karnataka","Kodagu / Coorg","27.09","13.5","15.93","22.14","13.21","36.58","8.33","49.27","2.2","47.33","66.77","168.82"
"82","2005","5","Karnataka","Kodagu / Coorg","31.74","14.73","16.21","23.1","13.38","37.23","8.86","52.3","2.35","47.93","72.55","175.29"
"82","2010","5","Karnataka","Kodagu / Coorg","28.27","14.07","17.02","23.87","13.5","36.89","7.83","45.38","2.26","47.65","68.88","167.86"
"83","1970","11","Tamil Nadu","Kanchipuram","220.91","91.15","63.55","89.63","36.19","99.34","16.67","97.39","3.48","59.08","340.8","436.6"
"83","1976","11","Tamil Nadu","Kanchipuram","320.74","125.9","66.83","91.56","36.22","99.08","15.09","88.15","2.48","39.25","441.36","443.92"
"83","1979","11","Tamil Nadu","Kanchipuram","468.77","151.08","67.81","92.59","33.16","85.81","11.57","66.37","1.98","35.64","583.29","431.49"
"83","1985","11","Tamil Nadu","Kanchipuram","360.34","130.33","72.95","103.11","30.53","83.16","12.5","72.55","2.21","35.32","478.53","424.47"
"83","1990","11","Tamil Nadu","Kanchipuram","457.92","143.08","63.44","87.74","27.35","74.34","10.24","58.29","1.53","25.93","560.46","389.39"
"83","1995","11","Tamil Nadu","Kanchipuram","460.16","145.06","60.91","84.73","25.28","68.47","8.8","50.25","1.13","21.98","556.27","370.47"
"83","2000","11","Tamil Nadu","Kanchipuram","439.77","137.95","57.85","79.55","23.73","64.09","7.64","43.11","1.03","17.29","530.02","341.99"
"83","2005","11","Tamil Nadu","Kanchipuram","417.51","132.6","55.96","76.45","22.37","60.14","6.78","38.22","1.0","16.45","503.61","323.86"
"83","2010","11","Tamil Nadu","Kanchipuram","366.9","115.41","47.63","65.0","18.75","50.42","5.58","31.45","0.75","13.01","439.6","275.28"
"84","1970","11","Tamil Nadu","South Arcot / Cuddalore","342.58","147.58","113.86","161.11","65.5","179.61","26.49","152.27","3.6","53.52","552.04","694.08"
"84","1976","11","Tamil Nadu","South Arcot / Cuddalore","407.75","166.75","107.75","153.94","61.43","172.83","25.42","144.38","3.18","48.44","605.53","686.33"
"84","1979","11","Tamil Nadu","South Arcot / Cuddalore","576.37","201.5","118.16","164.5","56.77","154.42","20.42","115.77","2.15","32.84","773.87","669.03"
"84","1985","11","Tamil Nadu","South Arcot / Cuddalore","643.29","219.65","116.22","161.92","55.46","151.22","20.71","119.07","2.95","46.46","838.63","698.33"
"84","1990","11","Tamil Nadu","South Arcot / Cuddalore","624.35","218.05","120.39","168.55","55.5","150.77","19.46","110.58","2.33","41.12","822.04","689.06"
"84","1995","11","Tamil Nadu","South Arcot / Cuddalore","671.77","240.74","116.39","160.84","48.86","131.65","14.36","80.73","2.55","152.49","853.94","766.43"
"84","2000","11","Tamil Nadu","South Arcot / Cuddalore","637.06","235.85","120.74","167.7","51.75","139.4","15.75","88.28","1.45","23.98","826.74","655.2"
"84","2005","11","Tamil Nadu","South Arcot / Cuddalore","695.42","254.15","123.34","169.81","49.14","131.6","13.02","72.1","1.04","17.77","881.96","645.43"
"84","2010","11","Tamil Nadu","South Arcot / Cuddalore","747.62","273.78","121.56","167.06","45.1","119.92","11.05","61.3","0.86","14.34","926.18","636.41"
"85","1970","11","Tamil Nadu","North Arcot / Vellore","228.14","113.38","113.19","160.93","65.84","179.53","23.08","129.76","2.46","35.71","432.72","619.32"
"85","1976","11","Tamil Nadu","North Arcot / Vellore","335.51","151.76","118.08","158.38","60.03","159.53","20.07","110.87","1.52","2.17","535.21","582.73"
"85","1979","11","Tamil Nadu","North Arcot / Vellore","409.64","216.35","116.66","161.23","55.82","154.38","16.97","94.77","1.35","18.62","600.45","645.34"
"85","1985","11","Tamil Nadu","North Arcot / Vellore","577.88","224.29","126.22","175.66","52.79","142.22","15.09","84.61","1.34","19.97","773.31","646.75"
"85","1990","11","Tamil Nadu","North Arcot / Vellore","640.66","229.94","128.36","178.31","50.62","135.73","12.72","70.33","0.91","13.7","833.28","628.02"
"85","1995","11","Tamil Nadu","North Arcot / Vellore","631.85","230.91","115.61","158.71","60.39","153.8","9.8","53.55","0.6","8.64","818.25","605.61"
"85","2000","11","Tamil Nadu","North Arcot / Vellore","669.95","248.97","126.75","174.28","43.88","116.51","9.56","52.24","0.63","9.48","850.76","601.46"
"85","2005","11","Tamil Nadu","North Arcot / Vellore","683.25","255.89","126.99","174.71","41.43","109.4","8.07","43.64","0.43","7.1","860.17","590.73"
"85","2010","11","Tamil Nadu","North Arcot / Vellore","670.13","250.75","119.44","164.21","36.75","96.71","6.82","36.65","0.33","5.44","833.46","553.75"
"86","1970","11","Tamil Nadu","Salem","252.36","128.82","152.56","219.99","102.75","282.1","42.38","239.97","4.41","65.58","554.44","936.47"
"86","1976","11","Tamil Nadu","Salem","356.45","176.21","158.35","226.4","97.67","281.73","39.25","221.57","3.32","57.64","655.03","963.54"
"86","1979","11","Tamil Nadu","Salem","453.43","205.52","172.75","251.5","98.25","274.79","34.59","193.56","2.94","47.98","761.96","973.34"
"86","1985","11","Tamil Nadu","Salem","397.76","247.09","387.43","271.12","96.46","263.67","33.3","186.44","3.13","49.14","918.07","1017.45"
"86","1990","11","Tamil Nadu","Salem","632.23","259.37","192.46","269.97","89.15","242.38","27.42","152.35","2.1","33.6","943.36","957.65"
"86","1995","11","Tamil Nadu","Salem","679.81","279.8","191.63","267.31","88.83","239.77","24.55","134.7","1.67","26.5","986.49","948.1"
"86","2000","11","Tamil Nadu","Salem","698.99","285.56","195.21","272.67","85.36","230.48","23.49","129.25","1.68","26.56","1279.37","1193.86"
"86","2005","11","Tamil Nadu","Salem","752.63","310.32","198.97","277.78","80.27","215.42","19.21","104.69","1.3","21.73","1052.37","929.93"
"86","2010","11","Tamil Nadu","Salem","814.02","326.81","195.4","270.7","76.47","204.85","17.0","92.15","1.13","19.74","1104.01","914.24"
"87","1970","11","Tamil Nadu","Coimbatore","114.21","62.7","91.44","133.58","82.47","232.03","55.1","330.24","13.58","232.51","356.8","991.05"
"87","1976","11","Tamil Nadu","Coimbatore","182.53","91.81","108.18","158.1","87.58","243.88","53.3","315.36","9.86","170.76","441.45","979.91"
"87","1979","11","Tamil Nadu","Coimbatore","254.71","109.46","119.03","171.5","90.41","251.97","49.27","289.46","8.88","142.28","522.3","964.66"
"87","1985","11","Tamil Nadu","Coimbatore","265.91","120.26","135.68","195.36","96.15","267.33","48.61","284.91","7.74","135.8","554.09","1003.65"
"87","1990","11","Tamil Nadu","Coimbatore","411.12","154.0","107.09","155.1","65.41","182.63","30.24","175.51","4.76","93.84","618.62","761.07"
"87","1995","11","Tamil Nadu","Coimbatore","400.85","156.11","108.82","153.72","61.57","169.41","26.51","153.71","4.1","83.63","601.86","716.58"
"87","2000","11","Tamil Nadu","Coimbatore","379.86","151.68","108.04","155.04","65.03","179.95","27.21","152.27","3.62","77.64","582.75","716.58"
"87","2005","11","Tamil Nadu","Coimbatore","397.4","156.93","104.77","149.65","59.51","164.33","23.63","135.54","3.03","64.62","588.32","671.06"
"87","2010","11","Tamil Nadu","Coimbatore","416.88","152.67","98.89","139.0","56.37","154.58","22.77","130.21","2.85","58.78","597.73","635.23"
"88","1970","11","Tamil Nadu","Tiruchirapalli / Trichy","387.63","163.44","131.45","186.72","84.71","233.96","41.51","242.59","8.35","132.43","653.64","959.14"
"88","1976","11","Tamil Nadu","Tiruchirapalli / Trichy","497.85","205.42","135.47","184.7","73.35","223.13","37.83","225.49","6.25","97.55","750.73","936.29"
"88","1979","11","Tamil Nadu","Tiruchirapalli / Trichy","653.07","239.55","147.02","202.74","81.11","220.9","35.36","204.8","5.9","91.92","922.45","959.9"
"88","1985","11","Tamil Nadu","Tiruchirapalli / Trichy","575.94","228.66","157.47","221.23","86.7","238.32","35.64","204.88","4.82","75.08","860.57","968.18"
"88","1990","11","Tamil Nadu","Tiruchirapalli / Trichy","617.1","253.88","185.81","264.38","99.7","273.74","39.53","227.26","5.27","81.25","947.41","1100.52"
"88","1995","11","Tamil Nadu","Tiruchirapalli / Trichy","604.82","258.42","177.02","250.06","94.98","259.87","36.69","209.92","4.81","73.6","918.31","1051.89"
"88","2000","11","Tamil Nadu","Tiruchirapalli / Trichy","600.23","252.17","175.39","247.25","93.51","255.92","35.54","203.88","4.32","68.47","909.0","1027.66"
"88","2005","11","Tamil Nadu","Tiruchirapalli / Trichy","623.99","269.56","175.63","248.64","89.93","246.43","33.8","193.26","3.98","63.74","927.32","1021.64"
"88","2010","11","Tamil Nadu","Tiruchirapalli / Trichy","706.87","283.47","172.53","242.74","82.15","223.93","29.13","166.76","3.53","54.23","994.2","971.13"
"89","1970","11","Tamil Nadu","Thanjavur","344.22","140.88","111.97","159.0","63.28","171.35","24.85","143.65","3.74","61.3","548.07","676.18"
"89","1976","11","Tamil Nadu","Thanjavur","428.78","163.43","113.13","165.64","56.93","169.61","22.49","129.47","2.41","46.33","623.75","674.49"
"89","1979","11","Tamil Nadu","Thanjavur","503.02","188.46","108.33","160.28","55.68","160.72","19.21","117.63","2.53","48.82","688.78","675.92"
"89","1985","11","Tamil Nadu","Thanjavur","565.25","193.57","106.3","149.7","55.42","152.17","22.39","129.63","3.8","70.81","753.14","695.88"
"89","1990","11","Tamil Nadu","Thanjavur","532.61","188.51","118.45","167.78","63.96","175.02","25.27","145.58","3.68","60.84","743.95","737.75"
"89","1995","11","Tamil Nadu","Thanjavur","524.01","205.64","118.31","167.21","59.01","161.2","21.03","119.81","2.47","40.75","724.82","694.61"
"89","2000","11","Tamil Nadu","Thanjavur","507.66","198.24","117.93","165.44","59.54","162.33","20.64","117.0","2.27","36.29","708.04","679.3"
"89","2005","11","Tamil Nadu","Thanjavur","532.37","214.04","126.93","179.24","57.21","154.61","17.11","96.29","1.66","27.03","735.28","671.21"
"89","2010","11","Tamil Nadu","Thanjavur","510.24","203.83","126.34","178.24","56.55","151.88","15.47","85.86","1.32","21.39","709.92","641.18"
"90","1970","11","Tamil Nadu","Madurai","270.07","123.37","101.81","144.28","59.5","164.12","29.24","171.81","5.91","96.73","466.54","700.31"
"90","1976","11","Tamil Nadu","Madurai","316.17","141.35","103.51","141.75","63.52","167.88","29.22","165.52","5.14","79.4","517.56","695.89"
"90","1979","11","Tamil Nadu","Madurai","395.44","159.36","117.06","162.04","59.53","162.36","25.46","147.86","4.11","76.7","601.58","708.32"
"90","1985","11","Tamil Nadu","Madurai","500.2","189.46","123.09","171.25","58.7","159.32","22.95","132.86","3.48","63.7","708.43","716.59"
"90","1990","11","Tamil Nadu","Madurai","578.8","211.19","126.26","177.48","55.82","152.04","20.4","117.36","3.18","57.11","784.45","715.19"
"90","1995","11","Tamil Nadu","Madurai","566.77","213.45","123.08","171.73","58.52","158.59","20.19","115.08","2.54","44.52","771.1","703.4"
"90","2000","11","Tamil Nadu","Madurai","529.21","202.67","122.54","169.78","53.96","146.55","19.29","110.65","2.76","49.38","727.76","679.04"
"90","2005","11","Tamil Nadu","Madurai","568.88","214.21","121.26","167.04","50.58","136.99","16.84","96.42","2.3","42.98","759.85","657.64"
"90","2010","11","Tamil Nadu","Madurai","539.41","202.61","113.26","154.62","47.59","128.0","15.4","86.87","2.0","38.18","717.65","610.29"
"91","1970","11","Tamil Nadu","Ramananthapuram","362.38","153.04","116.93","165.58","71.4","196.95","32.92","190.88","5.11","80.65","588.74","787.1"
"91","1976","11","Tamil Nadu","Ramananthapuram","417.43","185.35","116.4","169.68","72.5","191.84","32.04","179.22","4.64","72.19","643.01","798.28"
"91","1979","11","Tamil Nadu","Ramananthapuram","590.52","220.16","136.25","194.66","70.64","200.9","27.85","159.46","3.65","61.14","828.92","836.31"
"91","1985","11","Tamil Nadu","Ramananthapuram","688.86","258.97","138.68","192.65","65.09","175.61","23.08","133.28","3.05","54.05","918.74","814.56"
"91","1990","11","Tamil Nadu","Ramananthapuram","697.9","261.93","137.66","192.77","58.94","159.66","19.31","108.62","2.24","37.88","916.04","760.85"
"91","1995","11","Tamil Nadu","Ramananthapuram","736.69","283.9","134.61","184.69","57.12","153.68","18.35","103.55","2.61","46.56","949.38","772.36"
"91","2000","11","Tamil Nadu","Ramananthapuram","676.69","246.49","118.91","164.52","51.04","137.99","15.72","88.45","1.85","32.67","864.21","670.12"
"91","2005","11","Tamil Nadu","Ramananthapuram","716.39","264.3","118.37","163.18","51.18","138.05","14.84","82.92","1.7","30.08","902.48","678.51"
"91","2010","11","Tamil Nadu","Ramananthapuram","698.23","271.92","105.82","149.91","43.36","117.54","11.81","66.25","1.49","29.07","860.71","634.69"
"92","1970","11","Tamil Nadu","Thirunelveli","346.04","129.77","84.34","119.45","54.89","152.5","30.96","184.75","8.23","155.69","524.46","742.17"
"92","1976","11","Tamil Nadu","Thirunelveli","377.68","139.09","85.34","119.14","53.69","147.71","28.92","171.08","6.67","123.48","552.3","700.5"
"92","1979","11","Tamil Nadu","Thirunelveli","423.72","159.14","92.84","130.22","50.05","137.72","25.22","147.23","5.5","103.48","597.32","677.78"
"92","1985","11","Tamil Nadu","Thirunelveli","360.12","136.72","73.14","108.54","44.84","127.46","23.91","144.95","5.89","116.68","507.89","634.35"
"92","1990","11","Tamil Nadu","Thirunelveli","392.12","137.1","77.81","109.42","44.07","121.51","20.28","118.77","4.2","77.72","538.49","564.52"
"92","1995","11","Tamil Nadu","Thirunelveli","362.3","131.21","72.23","101.86","39.41","108.47","17.22","100.6","3.0","61.04","494.17","503.18"
"92","2000","11","Tamil Nadu","Thirunelveli","330.19","122.11","68.76","96.38","37.6","103.44","16.85","98.0","3.13","62.92","456.54","482.84"
"92","2005","11","Tamil Nadu","Thirunelveli","380.88","133.14","68.51","96.17","35.58","97.75","14.39","83.36","2.56","50.93","501.91","461.32"
"92","2010","11","Tamil Nadu","Thirunelveli","371.88","130.15","67.27","93.84","34.61","95.12","14.11","81.47","2.51","51.59","490.37","452.16"
"93","1970","11","Tamil Nadu","The Nilgiris","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"93","1976","11","Tamil Nadu","The Nilgiris","21.56","7.72","5.37","7.28","2.64","5.81","1.13","6.74","0.37","30.84","31.07","58.4"
"93","1979","11","Tamil Nadu","The Nilgiris","18.99","7.43","5.3","7.37","3.69","10.06","2.15","12.58","0.51","33.22","30.63","70.65"
"93","1985","11","Tamil Nadu","The Nilgiris","31.88","12.17","8.21","10.93","4.13","11.09","1.63","9.55","0.52","44.1","46.37","87.84"
"93","1990","11","Tamil Nadu","The Nilgiris","33.71","14.13","7.43","10.18","3.79","9.8","1.51","9.33","0.62","41.59","47.07","85.03"
"93","1995","11","Tamil Nadu","The Nilgiris","36.41","14.76","7.2","9.82","3.77","9.85","1.31","7.52","0.5","47.08","49.18","89.03"
"93","2000","11","Tamil Nadu","The Nilgiris","56.34","19.77","7.37","10.28","2.96","8.15","1.22","6.99","0.43","42.78","68.32","87.98"
"93","2005","11","Tamil Nadu","The Nilgiris","57.49","18.97","7.99","10.86","3.05","8.25","1.34","7.86","0.42","42.57","70.3","88.51"
"93","2010","11","Tamil Nadu","The Nilgiris","52.04","18.03","8.04","10.94","2.87","7.74","1.02","5.86","0.41","37.81","64.37","80.38"
"94","1970","11","Tamil Nadu","Kanyakumari","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"94","1976","11","Tamil Nadu","Kanyakumari","288.72","52.74","7.36","9.86","4.24","11.78","0.78","5.19","0.22","6.94","301.31","86.5"
"94","1979","11","Tamil Nadu","Kanyakumari","266.52","48.3","7.76","11.26","2.74","7.4","1.0","5.88","0.27","9.56","278.3","82.4"
"94","1985","11","Tamil Nadu","Kanyakumari","337.54","56.38","7.5","10.05","2.55","6.81","0.89","5.23","0.28","9.13","348.76","87.6"
"94","1990","11","Tamil Nadu","Kanyakumari","229.58","46.63","9.34","12.77","3.29","8.86","1.21","7.14","0.29","9.08","243.71","84.47"
"94","1995","11","Tamil Nadu","Kanyakumari","275.66","50.32","8.02","10.59","3.09","8.08","0.98","5.45","0.29","7.11","288.03","81.55"
"94","2000","11","Tamil Nadu","Kanyakumari","320.0","57.31","6.72","8.99","2.37","6.34","0.74","4.2","0.22","8.0","330.05","84.84"
"94","2005","11","Tamil Nadu","Kanyakumari","391.51","62.28","5.35","7.32","1.79","4.75","0.61","3.43","0.17","6.34","399.42","84.12"
"94","2010","11","Tamil Nadu","Kanyakumari","372.17","62.6","5.66","7.6","1.78","4.8","0.44","2.52","0.2","5.96","380.25","83.48"
"95","1970","7","Maharashtra","Bombay","2.52","0.84","0.46","0.63","0.18","0.51","0.11","0.64","0.06","2.0","3.33","4.62"
"95","1976","7","Maharashtra","Bombay","1.92","0.66","0.3","0.41","0.12","0.32","0.04","0.21","0.02","1.44","2.39","3.04"
"95","1980","7","Maharashtra","Bombay","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"95","1985","7","Maharashtra","Bombay","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"95","1990","7","Maharashtra","Bombay","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"95","1995","7","Maharashtra","Bombay","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"95","2000","7","Maharashtra","Bombay","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"95","2010","7","Maharashtra","Bombay","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1970","7","Maharashtra","Thane","65.14","26.71","25.8","37.02","23.64","66.79","20.35","126.18","8.17","146.91","143.11","403.61"
"96","1976","7","Maharashtra","Thane","74.39","31.16","32.3","46.48","25.84","73.04","21.3","129.91","7.4","133.55","161.23","414.13"
"96","1980","7","Maharashtra","Thane","85.37","67.85","37.74","56.77","30.56","86.92","12.12","72.64","6.37","107.09","172.17","391.27"
"96","1985","7","Maharashtra","Thane","106.98","43.77","42.14","58.66","31.61","87.23","23.01","141.18","5.49","94.61","209.23","425.45"
"96","1990","7","Maharashtra","Thane","127.02","51.53","51.45","74.48","34.08","94.89","21.14","126.89","4.72","79.12","238.42","426.9"
"96","1995","7","Maharashtra","Thane","145.75","57.77","54.91","76.76","34.51","95.44","19.4","115.73","4.4","75.34","258.97","421.05"
"96","2000","7","Maharashtra","Thane","164.1","66.6","56.8","80.5","36.3","99.7","18.9","110.8","3.5","59.9","279.6","417.5"
"96","2010","7","Maharashtra","Thane","171.0","62.0","54.0","77.0","33.0","92.0","18.0","107.0","3.0","52.0","280.0","390.0"
"97","1970","7","Maharashtra","Raigarh","93.09","40.93","37.02","52.77","27.65","77.36","17.25","103.62","5.09","103.29","180.11","377.96"
"97","1976","7","Maharashtra","Raigarh","105.63","45.54","40.21","56.73","28.43","79.04","16.44","99.38","4.54","89.11","195.25","369.79"
"97","1980","7","Maharashtra","Raigarh","121.9","54.46","44.17","63.48","30.69","84.17","9.03","54.14","3.82","67.93","209.6","324.17"
"97","1985","7","Maharashtra","Raigarh","119.45","50.7","40.8","58.34","27.63","77.16","17.25","102.63","3.63","65.19","208.76","354.01"
"97","1990","7","Maharashtra","Raigarh","164.04","66.25","47.49","67.31","28.18","77.86","14.6","86.89","2.91","49.82","257.23","348.15"
"97","1995","7","Maharashtra","Raigarh","191.46","74.38","47.4","66.81","27.64","76.25","13.51","79.88","2.42","40.3","282.43","337.62"
"97","2000","7","Maharashtra","Raigarh","205.9","79.2","48.2","66.0","26.3","71.4","12.1","70.7","2.2","37.4","294.7","324.7"
"97","2010","7","Maharashtra","Raigarh","222.0","81.0","49.0","68.0","26.0","72.0","12.0","72.0","3.0","44.0","312.0","338.0"
"98","1970","7","Maharashtra","Ratnagiri","187.54","63.64","61.02","88.4","61.74","176.6","56.74","350.82","20.51","382.05","387.55","1061.49"
"98","1976","7","Maharashtra","Ratnagiri","192.89","65.66","64.65","93.68","64.91","186.02","56.76","346.81","19.47","365.15","398.66","1057.31"
"98","1980","7","Maharashtra","Ratnagiri","223.61","82.92","74.48","111.36","77.74","222.83","34.29","207.41","19.19","354.18","429.3","978.7"
