"Dist Code","Year","State Code","State Name","Dist Name","MARGINAL NUMBER (1000 Number)","MARGINAL AREA (1000 ha)","SMALL NUMBER (1000 Number)","SMALL AREA (1000 ha)","SEMI MEDIUM NUMBER (1000 Number)","SEMI MEDIUM AREA (1000 ha)","MEDIUM NUMBER (1000 Number)","MEDIUM AREA (1000 ha)","LARGE NUMBER (1000 Number)","LARGE AREA (1000 ha)","TOTAL NUMBER (1000 Number)","TOTAL AREA (1000 ha)"
"98","1985","7","Maharashtra","Ratnagiri","248.14","84.08","92.58","132.73","292.36","212.25","60.86","371.76","17.86","326.41","711.8","1127.23"
"98","1990","7","Maharashtra","Ratnagiri","290.01","96.49","88.39","127.98","82.5","234.99","63.28","384.02","16.91","294.81","541.08","1138.27"
"98","1995","7","Maharashtra","Ratnagiri","359.07","112.96","92.77","135.22","79.71","225.93","57.23","346.71","14.18","285.06","602.96","1105.87"
"98","2000","7","Maharashtra","Ratnagiri","347.3","123.9","102.9","140.9","83.5","234.1","56.5","332.7","12.6","196.3","602.8","1027.9"
"98","2010","7","Maharashtra","Ratnagiri","523.0","157.0","98.0","138.0","66.0","184.0","37.0","219.0","8.0","143.0","733.0","841.0"
"99","1970","7","Maharashtra","Nashik","39.71","19.65","36.58","54.17","54.32","157.98","67.16","422.97","24.54","384.62","222.31","1039.38"
"99","1976","7","Maharashtra","Nashik","50.28","24.15","45.49","66.83","64.3","187.26","70.8","441.45","20.68","316.31","251.55","1036.0"
"99","1980","7","Maharashtra","Nashik","61.82","31.11","56.14","87.12","79.92","233.61","41.25","248.69","16.56","239.07","255.68","839.6"
"99","1985","7","Maharashtra","Nashik","85.21","43.58","85.38","125.85","95.69","268.26","70.12","423.15","13.16","194.83","349.55","1055.66"
"99","1990","7","Maharashtra","Nashik","116.64","61.58","117.68","173.51","101.58","282.68","58.29","345.74","9.63","153.74","403.82","1017.24"
"99","1995","7","Maharashtra","Nashik","168.01","87.59","152.24","218.42","108.22","295.43","46.54","268.69","6.09","102.64","481.1","972.77"
"99","2000","7","Maharashtra","Nashik","246.6","130.2","187.6","270.7","114.2","305.5","39.3","221.4","4.0","59.5","591.7","987.3"
"99","2010","7","Maharashtra","Nashik","288.0","148.0","204.0","289.0","111.0","297.0","36.0","202.0","3.0","46.0","643.0","983.0"
"100","1970","7","Maharashtra","Dhule","18.36","10.37","24.01","35.35","37.86","111.02","53.25","335.31","15.59","230.69","149.07","722.74"
"100","1976","7","Maharashtra","Dhule","20.63","11.66","28.68","42.01","44.42","127.9","57.35","354.81","13.29","192.93","164.37","729.31"
"100","1980","7","Maharashtra","Dhule","31.51","20.09","49.82","75.04","56.65","161.46","29.68","188.27","7.93","122.26","175.6","567.12"
"100","1985","7","Maharashtra","Dhule","60.39","34.45","101.74","145.75","80.92","221.15","47.22","275.84","7.08","72.49","297.34","749.68"
"100","1990","7","Maharashtra","Dhule","63.4","40.17","103.2","152.64","79.7","220.09","44.66","260.27","4.28","60.64","295.24","733.79"
"100","1995","7","Maharashtra","Dhule","83.76","52.35","121.22","175.87","84.34","228.71","35.2","200.83","3.16","88.88","327.67","746.64"
"100","2000","7","Maharashtra","Dhule","112.6","70.7","137.4","191.1","86.4","228.4","31.4","175.5","2.1","31.9","369.9","697.6"
"100","2010","7","Maharashtra","Dhule","115.0","74.0","149.0","212.0","86.0","230.0","31.0","172.0","2.0","29.0","383.0","717.0"
"101","1970","7","Maharashtra","Jalgaon","41.94","23.61","54.45","79.97","60.8","174.14","54.72","334.48","15.47","237.73","227.37","849.93"
"101","1976","7","Maharashtra","Jalgaon","46.14","25.56","60.32","89.92","69.38","197.07","59.77","358.73","12.59","176.28","248.2","847.55"
"101","1980","7","Maharashtra","Jalgaon","55.69","33.0","72.6","110.56","74.67","216.71","32.86","192.47","9.68","136.46","245.5","689.2"
"101","1985","7","Maharashtra","Jalgaon","77.61","45.17","108.83","165.67","89.68","256.74","52.05","303.25","5.81","78.82","333.98","849.65"
"101","1990","7","Maharashtra","Jalgaon","98.56","58.5","131.09","189.44","93.3","257.87","48.14","277.86","4.68","71.49","375.76","855.16"
"101","1995","7","Maharashtra","Jalgaon","104.75","63.19","141.7","204.85","48.59","241.99","37.92","215.69","3.0","41.37","335.97","767.08"
"101","2000","7","Maharashtra","Jalgaon","127.0","78.4","160.0","232.4","91.9","247.6","34.6","191.6","2.4","31.9","415.9","781.9"
"101","2010","7","Maharashtra","Jalgaon","149.0","91.0","166.0","236.0","89.0","240.0","33.0","184.0","2.0","26.0","439.0","777.0"
"102","1970","7","Maharashtra","Ahmednagar","44.0","23.16","42.16","61.96","60.84","176.34","77.13","486.06","35.33","590.01","259.46","1337.53"
"102","1976","7","Maharashtra","Ahmednagar","67.87","34.28","61.52","90.57","82.6","238.36","82.59","504.11","27.57","440.34","322.15","1307.65"
"102","1980","7","Maharashtra","Ahmednagar","93.9","51.42","83.07","133.47","108.57","313.36","42.63","256.38","18.78","297.26","346.94","1051.9"
"102","1985","7","Maharashtra","Ahmednagar","133.51","85.0","127.18","226.53","128.58","390.02","68.83","403.32","11.56","196.46","469.64","1301.33"
"102","1990","7","Maharashtra","Ahmednagar","239.15","127.9","213.9","312.45","157.91","432.55","61.52","352.17","8.14","131.26","680.61","1356.32"
"102","1995","7","Maharashtra","Ahmednagar","333.86","175.61","249.15","364.23","152.33","415.07","47.79","270.77","4.73","84.19","787.86","1309.86"
"102","2000","7","Maharashtra","Ahmednagar","433.6","230.1","283.4","403.2","155.0","414.6","41.2","225.9","3.5","63.4","916.7","1337.2"
"102","2010","7","Maharashtra","Ahmednagar","498.0","250.0","283.0","400.0","137.0","365.0","35.0","196.0","3.0","47.0","956.0","1258.0"
"103","1970","7","Maharashtra","Pune","79.6","36.83","50.91","74.29","62.01","178.74","66.76","418.13","27.08","449.14","286.35","1157.14"
"103","1976","7","Maharashtra","Pune","98.34","44.39","61.59","89.2","70.59","202.75","69.06","425.69","23.85","388.06","323.44","1150.09"
"103","1980","7","Maharashtra","Pune","112.84","55.44","77.75","111.79","85.91","244.49","38.83","235.89","19.78","312.82","335.1","960.43"
"103","1985","7","Maharashtra","Pune","147.81","69.13","97.73","143.04","97.73","276.68","67.89","406.82","15.67","255.37","426.83","1151.03"
"103","1990","7","Maharashtra","Pune","193.97","91.46","124.32","181.01","107.61","300.15","61.08","361.79","11.85","193.37","498.82","1127.78"
"103","1995","7","Maharashtra","Pune","256.66","121.79","141.86","211.79","106.83","298.93","49.36","293.94","8.18","141.25","562.89","1067.7"
"103","2000","7","Maharashtra","Pune","346.6","170.8","160.4","236.0","112.5","304.1","42.3","239.6","5.6","90.9","667.4","1041.4"
"103","2010","7","Maharashtra","Pune","420.0","186.0","179.0","254.0","103.0","278.0","36.0","207.0","5.0","85.0","743.0","1011.0"
"104","1970","7","Maharashtra","Satara","109.56","47.18","55.04","79.82","54.81","156.02","43.36","263.66","11.89","193.43","274.66","740.11"
"104","1976","7","Maharashtra","Satara","134.29","55.87","68.22","98.8","63.74","181.67","44.1","261.91","10.06","166.49","320.4","764.73"
"104","1980","7","Maharashtra","Satara","183.07","79.87","86.64","131.26","71.71","203.19","22.2","129.65","6.98","121.12","370.6","665.1"
"104","1985","7","Maharashtra","Satara","266.11","115.84","118.27","174.54","80.89","227.63","34.75","202.23","4.58","90.84","504.6","811.07"
"104","1990","7","Maharashtra","Satara","339.18","140.26","137.93","198.47","78.17","215.27","30.7","176.67","4.03","83.02","590.01","813.68"
"104","1995","7","Maharashtra","Satara","451.2","189.6","148.51","218.38","71.91","197.53","22.44","127.43","2.37","50.12","696.42","783.06"
"104","2000","7","Maharashtra","Satara","529.2","224.7","153.3","205.5","75.5","201.0","19.9","106.0","1.6","37.4","779.5","774.6"
"104","2010","7","Maharashtra","Satara","674.0","242.0","128.0","176.0","46.0","122.0","13.0","73.0","2.0","34.0","862.0","646.0"
"105","1970","7","Maharashtra","Sangli","72.69","33.33","42.21","61.6","43.81","125.51","39.25","242.24","14.74","249.74","212.69","712.42"
"105","1976","7","Maharashtra","Sangli","87.73","40.28","50.54","74.27","50.49","143.29","40.59","249.44","13.52","217.87","242.88","725.14"
"105","1980","7","Maharashtra","Sangli","111.6","51.6","62.42","91.31","58.43","165.69","22.02","130.55","10.52","165.31","264.98","604.46"
"105","1985","7","Maharashtra","Sangli","159.89","71.64","79.23","114.16","65.09","181.34","37.29","222.03","8.09","123.06","349.59","712.23"
"105","1990","7","Maharashtra","Sangli","196.85","87.54","95.16","136.77","71.32","197.68","35.25","207.4","6.15","91.18","404.73","720.56"
"105","1995","7","Maharashtra","Sangli","264.11","110.58","104.95","148.18","67.82","185.69","27.91","161.34","4.11","64.36","468.9","670.14"
"105","2000","7","Maharashtra","Sangli","325.7","140.6","125.9","172.7","76.3","204.5","25.5","146.0","2.9","42.6","556.3","706.4"
"105","2010","7","Maharashtra","Sangli","330.0","139.0","116.0","164.0","66.0","179.0","23.0","133.0","3.0","59.0","539.0","676.0"
"106","1970","7","Maharashtra","Solapur","29.34","14.4","30.55","45.16","49.48","143.72","70.31","449.2","38.63","644.5","218.3","1296.99"
"106","1976","7","Maharashtra","Solapur","35.71","17.28","38.15","56.49","57.59","166.46","76.61","482.96","35.89","581.84","243.95","1305.04"
"106","1980","7","Maharashtra","Solapur","42.04","22.46","47.57","72.97","70.11","203.3","44.05","282.5","27.95","438.52","231.71","1019.76"
"106","1985","7","Maharashtra","Solapur","56.95","31.56","78.04","115.88","98.56","276.6","83.44","512.64","23.08","352.05","340.06","1288.72"
"106","1990","7","Maharashtra","Solapur","82.75","46.82","105.98","156.26","110.94","309.6","75.59","454.15","16.44","247.71","391.7","1214.54"
"106","1995","7","Maharashtra","Solapur","114.92","65.76","137.6","204.6","130.94","360.24","64.32","676.37","10.42","163.8","458.19","1470.76"
"106","2000","7","Maharashtra","Solapur","181.7","104.2","175.7","261.9","145.5","397.2","56.2","323.9","6.3","104.0","565.4","1191.2"
"106","2010","7","Maharashtra","Solapur","237.0","130.0","213.0","305.0","157.0","423.0","55.0","313.0","6.0","90.0","668.0","1260.0"
"107","1970","7","Maharashtra","Kolhapur","134.79","54.86","52.67","75.86","44.63","125.83","29.95","178.42","6.26","103.72","268.3","538.68"
"107","1976","7","Maharashtra","Kolhapur","159.05","65.04","62.47","90.57","48.65","134.65","27.2","158.51","5.01","87.46","302.38","536.25"
"107","1980","7","Maharashtra","Kolhapur","192.37","83.25","68.44","99.53","50.2","139.24","12.68","70.43","3.67","65.05","327.37","457.5"
"107","1985","7","Maharashtra","Kolhapur","238.46","95.84","74.75","107.2","47.6","131.39","20.33","117.91","2.7","57.02","383.83","509.37"
"107","1990","7","Maharashtra","Kolhapur","296.56","113.51","84.67","119.68","46.99","127.99","16.9","95.68","2.0","37.58","447.12","494.44"
"107","1995","7","Maharashtra","Kolhapur","389.2","18.53","93.32","132.36","40.76","110.54","11.93","66.59","2.33","28.58","537.54","356.6"
"107","2000","7","Maharashtra","Kolhapur","464.3","167.0","99.9","139.1","38.9","101.9","9.4","51.3","1.0","23.6","613.5","482.9"
"107","2010","7","Maharashtra","Kolhapur","503.0","166.0","90.0","125.0","34.0","90.0","10.0","54.0","1.0","24.0","638.0","458.0"
"108","1970","7","Maharashtra","Aurangabad","19.78","11.32","29.43","43.77","53.52","156.94","80.24","515.33","39.57","611.98","222.53","1339.34"
"108","1976","7","Maharashtra","Aurangabad","32.26","18.34","47.98","72.09","76.9","221.76","92.46","573.98","28.87","407.91","278.46","1294.08"
"108","1980","7","Maharashtra","Aurangabad","52.73","33.71","78.95","129.34","111.09","323.57","56.45","348.04","24.29","326.0","323.5","1160.65"
"108","1985","7","Maharashtra","Aurangabad","96.85","57.26","146.53","217.12","155.16","434.77","97.68","578.64","13.27","188.74","509.48","1476.53"
"108","1990","7","Maharashtra","Aurangabad","150.04","89.24","216.11","316.93","163.11","445.65","79.03","454.78","7.45","103.17","615.72","1409.77"
"108","1995","7","Maharashtra","Aurangabad","216.59","123.08","257.28","369.59","165.46","442.98","61.92","348.89","4.83","74.53","706.08","1359.07"
"108","2000","7","Maharashtra","Aurangabad","299.1","169.4","280.2","401.9","170.0","446.5","54.0","294.8","3.0","43.8","806.3","1356.4"
"108","2010","7","Maharashtra","Aurangabad","441.0","241.0","320.0","451.0","143.0","375.0","34.0","184.0","2.0","34.0","940.0","1285.0"
"109","1970","7","Maharashtra","Parbhani","12.71","7.25","20.14","30.08","38.39","113.31","61.04","395.07","32.62","504.42","164.91","1050.14"
"109","1976","7","Maharashtra","Parbhani","24.67","14.27","39.03","57.67","59.84","173.52","75.65","471.49","23.23","332.51","222.41","1049.46"
"109","1980","7","Maharashtra","Parbhani","30.83","20.35","53.17","82.68","74.51","213.12","38.06","225.52","11.77","168.32","208.35","710.0"
"109","1985","7","Maharashtra","Parbhani","51.58","30.88","85.13","125.0","93.4","264.83","67.5","398.24","7.32","99.49","304.93","918.44"
"109","1990","7","Maharashtra","Parbhani","89.99","54.18","126.38","185.69","109.3","306.92","60.87","346.88","4.31","60.84","390.85","954.51"
"109","1995","7","Maharashtra","Parbhani","124.88","73.09","160.63","230.65","115.44","314.13","436.83","240.4","2.25","30.87","840.03","889.15"
"109","2000","7","Maharashtra","Parbhani","166.2","99.5","170.4","245.5","115.9","313.9","37.5","205.2","1.7","23.5","491.7","887.6"
"109","2010","7","Maharashtra","Parbhani","208.0","120.0","203.0","287.0","114.0","305.0","34.0","186.0","2.0","29.0","561.0","927.0"
"110","1970","7","Maharashtra","Beed","16.48","9.19","21.71","32.35","36.51","107.05","52.55","337.84","28.4","462.68","155.65","949.1"
"110","1976","7","Maharashtra","Beed","32.55","17.63","39.46","57.84","53.27","154.3","62.03","385.71","23.41","342.9","210.73","958.38"
"110","1980","7","Maharashtra","Beed","46.02","26.29","57.0","84.96","75.81","216.84","36.0","213.15","15.2","213.38","230.03","754.61"
"110","1985","7","Maharashtra","Beed","78.35","43.33","84.35","125.67","85.46","241.89","62.03","371.59","10.0","150.78","320.18","933.25"
"110","1990","7","Maharashtra","Beed","123.49","69.91","128.67","188.79","98.18","271.98","49.83","287.0","5.37","76.2","405.54","893.87"
"110","1995","7","Maharashtra","Beed","167.94","90.35","152.86","221.29","99.22","270.98","38.76","219.34","3.15","47.11","461.93","849.07"
"110","2000","7","Maharashtra","Beed","234.8","120.6","170.8","232.7","106.4","283.2","35.3","194.0","2.5","38.9","549.8","869.4"
"110","2010","7","Maharashtra","Beed","335.0","171.0","196.0","278.0","94.0","251.0","25.0","138.0","2.0","27.0","652.0","866.0"
"111","1970","7","Maharashtra","Nanded","19.72","11.17","24.91","37.0","41.81","121.98","57.92","367.63","18.23","263.97","162.59","801.74"
"111","1976","7","Maharashtra","Nanded","31.34","18.2","39.79","57.3","54.86","157.36","60.71","378.34","13.61","186.5","200.32","797.7"
"111","1980","7","Maharashtra","Nanded","41.92","25.97","54.37","81.78","69.4","197.41","32.28","193.89","8.6","124.93","206.57","623.98"
"111","1985","7","Maharashtra","Nanded","66.23","39.91","91.95","133.37","93.43","256.28","55.25","322.03","5.47","72.66","312.32","824.26"
"111","1990","7","Maharashtra","Nanded","100.49","61.28","132.99","195.19","101.32","276.23","42.1","236.64","2.62","34.28","379.51","803.61"
"111","1995","7","Maharashtra","Nanded","131.61","77.24","149.61","213.38","99.57","264.72","30.91","169.3","1.45","20.64","413.15","745.27"
"111","2000","7","Maharashtra","Nanded","194.7","114.3","176.5","247.4","102.7","268.3","25.3","135.2","1.1","14.6","500.3","779.8"
"111","2010","7","Maharashtra","Nanded","249.0","143.0","211.0","298.0","100.0","258.0","21.0","111.0","1.0","17.0","582.0","827.0"
"112","1970","7","Maharashtra","Osmanabad","13.39","7.91","22.85","34.05","43.6","127.96","71.8","464.97","40.29","654.37","191.93","1289.25"
"112","1976","7","Maharashtra","Osmanabad","20.95","12.76","38.62","57.52","60.72","176.33","82.76","524.28","33.9","510.92","236.95","1281.8"
"112","1980","7","Maharashtra","Osmanabad","32.09","20.25","58.62","91.45","79.15","233.3","50.1","316.94","28.17","401.72","248.12","1063.66"
"112","1985","7","Maharashtra","Osmanabad","50.05","31.18","88.6","137.96","110.15","319.28","98.32","597.84","19.95","281.48","367.07","1367.74"
"112","1990","7","Maharashtra","Osmanabad","78.33","50.28","140.76","205.69","130.06","362.04","87.37","516.42","12.08","167.98","448.58","1302.42"
"112","1995","7","Maharashtra","Osmanabad","109.76","67.57","178.42","258.16","140.17","383.83","75.46","435.49","8.0","111.26","511.81","1256.29"
"112","2000","7","Maharashtra","Osmanabad","157.8","93.8","211.3","290.5","151.8","403.4","70.3","396.5","6.0","94.4","597.2","1278.6"
"112","2010","7","Maharashtra","Osmanabad","258.0","156.0","272.0","388.0","154.0","413.0","56.0","318.0","4.0","59.0","746.0","1335.0"
"113","1970","7","Maharashtra","Buldhana","23.89","15.0","33.48","48.63","37.59","106.73","39.02","244.47","19.77","341.95","153.74","756.77"
"113","1976","7","Maharashtra","Buldhana","27.73","16.93","41.9","61.77","47.23","133.35","46.71","288.18","16.26","251.01","179.84","751.24"
"113","1980","7","Maharashtra","Buldhana","48.91","33.4","63.25","94.91","65.67","183.86","27.06","161.56","10.97","158.82","215.86","632.54"
"113","1985","7","Maharashtra","Buldhana","46.26","28.77","70.4","101.83","63.91","177.24","47.03","283.22","8.75","122.53","236.34","713.59"
"113","1990","7","Maharashtra","Buldhana","64.01","40.91","95.31","138.57","72.64","199.86","43.52","256.64","6.11","84.71","281.59","720.69"
"113","1995","7","Maharashtra","Buldhana","82.41","52.19","111.17","160.65","73.54","199.62","34.91","202.57","4.11","59.88","306.14","674.91"
"113","2000","7","Maharashtra","Buldhana","112.9","69.6","134.9","194.3","84.8","226.5","33.1","186.6","2.5","35.3","368.2","712.3"
"113","2010","7","Maharashtra","Buldhana","161.0","97.0","160.0","226.0","84.0","223.0","23.0","129.0","1.0","23.0","430.0","697.0"
"114","1970","7","Maharashtra","Akola","24.94","16.21","34.88","51.15","40.51","115.7","44.27","279.83","22.46","381.72","167.06","844.61"
"114","1976","7","Maharashtra","Akola","30.6","20.25","47.08","71.25","52.57","149.79","52.83","332.18","18.61","275.37","201.7","848.83"
"114","1980","7","Maharashtra","Akola","39.34","26.74","69.98","110.82","71.96","201.86","27.41","172.14","13.74","195.65","222.43","707.21"
"114","1985","7","Maharashtra","Akola","46.08","31.87","75.91","110.94","69.32","194.1","53.12","322.25","11.5","163.76","255.93","822.92"
"114","1990","7","Maharashtra","Akola","55.98","38.94","97.62","142.93","76.78","212.49","50.8","304.35","8.99","123.71","290.17","822.42"
"114","1995","7","Maharashtra","Akola","71.44","49.31","113.65","165.28","77.58","211.84","40.69","239.76","6.07","87.69","309.42","753.89"
